Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
ADD|684540|0|1558781|Q,N
ADEA|95401|325|164909|Q,N
ADFI|5591|0|10040|Q
ADGM|4261|0|6667|Q
ADI|438781|398|837760|B,Q,N
ADIL|63606|0|116955|B,Q,N
ADIV|10|0|219|Q
ADM|958719|2279|1620510|B,Q,N
ADMA|1001476|4087|1493596|B,Q,N
ADME|4461|0|10395|Q
ADN|66941|9255|120231|B,Q,N
ADNT|479321|0|889495|B,Q,N
ADNWW|171178|22421|199348|Q
ADP|195865|49|392436|B,Q,N
ADPT|253723|8804|717195|B,Q,N
ADPV|5217|0|5292|Q
ADSE|5232|0|11524|Q,N
ADSK|123475|4694|360234|B,Q,N
ADT|1022433|1235|2276584|B,Q,N
ADTN|200023|528|864664|B,Q,N
ADTX|1036159|201219|1746254|B,Q,N
ADUR|21974|0|39413|Q,N
ADUS|14636|0|71861|B,Q,N
ADV|142059|6884|295817|B,Q,N
ADVE|2346|0|2645|Q
ADVM|12932|21|40158|Q,N
ADX|65221|1100|161869|B,Q,N
ADXN|4153|0|8544|Q,N
AE|138|0|878|Q
AEE|705911|170|1121703|B,Q,N
AEF|7935|0|36724|Q
AEFC|2558|0|7510|Q,N
AEG|1011889|3574|1995911|B,Q,N
AEHL|333030|19807|568119|B,Q,N
AEHR|296981|3263|522782|B,Q,N
AEI|1325|0|12356|Q
AEIS|25767|0|54777|Q,N
AEM|521117|832|1241300|B,Q,N
AEMD|125003|6287|352433|Q,N
AENT|5727|0|17950|Q
AENTW|7944|5990|12640|Q
AEO|480086|156|988380|Q,N
AEON|8813|0|52207|Q,N
AEP|629512|132|1130943|B,Q,N
AER|140479|24869|395964|B,Q,N
AERT|1064|0|3386|Q
AES|3451676|52166|12654962|B,Q,N
AESI|193468|671|353589|B,Q,N
AESR|7091|0|20138|Q
AETH|2262|0|8783|Q,N
AEVA|127327|1315|257215|B,Q,N
AEVA/WS|401|1|1448|Q
AEYE|59953|207|86122|B,Q,N
AFB|10957|0|29892|B,Q
AFBI|664|0|3607|Q
AFCG|12145|0|37790|Q,N
AFG|64207|0|89736|B,Q,N
AFGB|999|0|2778|Q,N
AFGC|777|0|1625|Q
AFGD|691|0|1671|Q
AFGE|3161|0|10182|Q,N
AFIF|11203|10|17265|Q,N
AFJK|1|0|1|Q
AFK|12|0|7435|Q
AFL|316738|25|554215|B,Q,N
AFLG|3454|0|3872|Q
AFMC|1930|0|2099|Q
AFMD|21456|4030|164885|Q,N
AFRI|253|0|1318|B,Q
AFRM|3578931|13611|7276514|B,Q,N
AFSM|1954|0|2234|Q
AFYA|18139|1|67289|Q,N
AG|1677451|13882|4478189|B,Q,N
AGAE|5129|171|9569|Q,N
AGCO|264865|82|340063|B,Q,N
AGD|30168|0|123481|Q,N
AGEN|158927|977|306970|Q,N
AGFY|69369|2225|110659|B,Q,N
AGG|2794048|4234|7177391|B,Q,N
AGGH|5085|0|21816|Q
AGGY|21002|0|48020|Q,N
AGI|588259|5513|1477093|B,Q,N
AGIH|7|0|11|Q
AGIO|292447|12|539826|B,Q,N
AGIX|255|0|1007|Q
AGL|489750|1757|1117151|B,Q,N
AGM|7623|0|15169|B,Q,N
AGM/A|73|0|82|Q,N
AGMH|2725|22|4892|Q
AGMI|10|0|161|Q
AGMpD|29|0|150|Q
AGMpE|105|0|224|Q
AGMpF|500|0|777|Q
AGMpG|3958|0|5804|Q,N
AGNC|4519932|26999|10631671|B,Q,N
AGNCL|27|0|2690|Q
AGNCM|2959|0|4809|Q
AGNCN|2847|0|8901|Q
AGNCO|2910|0|13033|B,Q
AGNCP|7609|0|16643|B,Q
AGNG|3559|0|6178|Q,N
AGO|17104|0|33658|Q,N
AGOX|9871|0|16443|Q
AGQ|368231|24392|759741|B,Q,N
AGQI|2424|0|40793|Q
AGR|33341|0|80662|Q,N
AGRH|4|0|4|Q
AGRI|4733994|251301|18606742|B,Q,N
AGRO|81302|0|221705|B,Q,N
AGS|11870|0|68581|B,Q,N
AGX|72968|636|179944|B,Q,N
AGYS|38875|18|48591|B,Q,N
AGZ|2198|0|7218|Q,N
AGZD|15009|0|21781|Q
AHCO|259897|0|385140|Q,N
AHG|781|0|2162|Q,N
AHH|23608|937|116621|Q,N
AHHpA|1458|0|2331|Q,N
AHLpC|2758|0|10766|Q
AHLpD|2976|0|9978|Q
AHLpE|1591|0|8886|Q,N
AHLT|600|0|9282|B,Q
AHR|263803|137|772319|B,Q,N
AHT|16909|363|30419|B,Q,N
AHTpD|76|0|461|Q
AHTpF|100|0|100|Q
AHTpG|500|0|600|Q
AHYB|316|0|1466|Q
AI|563664|12450|1481963|B,Q,N
AIA|6598|0|22258|Q,N
AIBD|25|0|25|Q
AIBU|10503|0|11919|Q,N
AIEQ|800|0|3047|Q,N
AIEV|1442|4|20050|Q,N
AIFD|1625|0|6037|Q,N
AIFF|35705|0|55673|B,Q,N
AIFU|22853|0|40422|B,Q,N
AIG|949040|105|1820009|B,Q,N
AIHS|560|0|3427|Q,N
AILE|52649|786|130008|Q,N
AIM|16119|0|54264|Q
AIMBU|99|0|99|Q
AIMD|13402|159|67035|Q,N
AIMDW|21|0|42|Q
AIN|51250|24|112951|Q,N
AIO|16314|0|66269|Q,N
AIOT|126113|670|282290|Q,N
AIP|11517|265|109955|B,Q,N
AIPI|18363|361|53397|B,Q,N
AIQ|288655|570|322581|B,Q,N
AIR|64670|0|99049|B,Q,N
AIRE|12300|3200|20316|Q,N
AIRG|2608|0|6508|Q,N
AIRI|6513|200|36261|Q,N
AIRJ|4704|95|20327|Q,N
AIRJW|2|0|2|Q
AIRL|16|0|21|Q
AIRR|668416|43638|739663|B,Q,N
AIRS|29687|0|52065|B,Q,N
AIRT|4486|36|9954|Q,N
AIRTP|11|0|172|Q
AISP|155630|1961|323983|B,Q,N
AISPW|9385|3|13095|Q
AIT|32894|11|82843|B,Q,N
AIV|59209|0|230580|Q,N
AIVC|28|14|773|Q
AIVI|79|0|791|Q,N
AIVL|68|0|540|Q
AIXI|22327|78|38020|B,Q,N
AIYY|28684|1339|39063|Q,N
AIZ|51038|54|79257|B,Q,N
AIZN|853|0|2440|Q
AJAN|20|0|1830|Q
AJG|164020|187|359947|B,Q,N
AJUL|9480|0|12646|Q
AJX|34554|6545|47965|B,Q,N
AKA|1200|0|2837|B,Q
AKAM|665491|248|1034484|B,Q,N
AKAN|5389|16|33430|Q,N
AKBA|1240920|85666|2284257|B,Q,N
AKO/A|162|0|461|Q
AKO/B|787|0|1666|Q
AKR|364584|0|501930|Q,N
AKRO|56546|230|157155|B,Q,N
AKTS|1241054|82903|5075245|Q,N
AKTX|470|0|1141|Q
AKYA|4330|0|42752|Q,N
AL|216849|515|444613|B,Q,N
ALAB|1145478|62887|2350960|B,Q,N
ALAI|103563|0|103683|Q,N
ALAR|39557|596|93751|B,Q,N
ALB|829306|3380|1259629|B,Q,N
ALBpA|1574|0|52179|Q
ALBT|42627|11891|95946|Q,N
ALC|96730|0|169145|B,Q,N
ALCE|7534|2999|20403|Q,N
ALCO|3867|135|7325|Q,N
ALDX|61511|7143|159317|Q,N
ALE|27876|0|84225|B,Q,N
ALEC|88339|200|293948|Q,N
ALEX|14507|0|53509|Q,N
ALF|1202|0|7852|Q
ALFUU|63|0|183|Q
ALG|12452|0|25194|Q,N
ALGM|304507|1362|509671|B,Q,N
ALGN|185521|175|380395|B,Q,N
ALGS|49129|0|95283|B,Q,N
ALGT|85781|1672|187183|B,Q,N
ALHC|104762|206|343275|B,Q,N
ALIT|426742|567|1371341|B,Q,N
ALK|160916|4636|444766|B,Q,N
ALKS|268996|1009|669750|B,Q,N
ALKT|223852|33|1650171|B,Q,N
ALL|155950|6091|440363|B,Q,N
ALLE|99275|0|241477|B,Q,N
ALLK|58405|7909|112438|Q,N
ALLO|834580|15468|1096544|Q,N
ALLpB|2802|0|8865|Q
ALLpH|19651|0|53154|Q,N
ALLpI|6980|1290|13113|Q
ALLpJ|2054|0|8862|Q,N
ALLR|24737|818|71763|Q,N
ALLT|23074|0|147525|Q,N
ALLY|825915|1227|1470954|B,Q,N
ALMS|12566|0|16879|Q,N
ALNT|56865|0|126683|Q,N
ALNY|86596|198|189146|B,Q,N
ALOT|5807|0|6140|Q,N
ALRM|161467|137|257756|B,Q,N
ALRN|6805|0|7624|Q,N
ALRS|11015|0|16067|Q,N
ALSN|108033|0|157878|B,Q,N
ALT|957721|4545|2016703|B,Q,N
ALTG|34588|0|197385|Q,N
ALTGpA|32|0|132|Q
ALTI|18470|0|36859|Q,N
ALTL|1826|0|235896|Q
ALTM|1054360|4859|2601188|B,Q,N
ALTO|2255355|290083|5153290|B,Q,N
ALTR|122216|52|1040497|B,Q,N
ALTS|106626|1|160419|B,Q,N
ALTY|4491|0|8538|Q,N
ALUR|43285|0|95098|Q,N
ALV|232849|0|380809|B,Q,N
ALVO|13417|0|24120|Q,N
ALVR|19971|127|335515|Q,N
ALX|5874|0|8921|Q,N
ALXO|54166|127|313357|B,Q,N
ALZN|40235|2178|84683|B,Q,N
AM|458875|10974|736261|B,Q,N
AMAL|40350|33|87928|Q,N
AMAT|822480|4931|1689247|B,Q,N
AMAX|1603|0|1825|Q
AMBA|53752|2106|130567|B,Q,N
AMBC|49126|0|129764|B,Q,N
AMBI|844|310|1877|B,Q
AMBO|879|58|5800|Q
AMBP|217514|0|1158467|Q,N
AMC|4118593|140259|8659462|B,Q,N
AMCR|1394072|950|3253487|B,Q,N
AMCX|123367|977|450208|B,Q,N
AMD|5905897|59749|14865744|B,Q,N
AMDL|1032386|34171|2195192|B,Q,N
AMDS|299|0|3780|B,Q
AMDY|175148|1188|270794|Q,N
AME|152999|0|301530|B,Q,N
AMED|95849|159|212332|Q,N
AMG|24340|0|38470|Q,N
AMGN|200492|3382|547769|B,Q,N
AMH|182601|191|353797|B,Q,N
AMHpG|2516|0|3905|Q
AMHpH|1364|0|5742|Q
AMID|5565|0|6698|Q
AMIX|78582|3153|182428|B,Q,N
AMJB|3455|0|22799|Q
AMKR|193764|1424|354980|B,Q,N
AMLI|142518|4500|258881|B,Q,N
AMLP|398950|202|916502|B,Q,N
AMLX|253974|6245|773001|B,Q,N
AMN|127525|297|228465|Q,N
AMOM|1944|0|19467|Q,N
AMP|87172|230|144419|B,Q,N
AMPG|6560|300|37243|Q,N
AMPH|243669|7315|541280|B,Q,N
AMPL|172757|117|320862|Q,N
AMPS|192299|501|403962|B,Q,N
AMPX|414534|14557|675144|B,Q,N
AMPX/WS|704|0|718|Q
AMPY|96604|0|193776|B,Q,N
AMR|31280|0|61132|B,Q,N
AMRC|38040|624|173103|Q,N
AMRK|144405|22034|658137|B,Q,N
AMRN|169252|1222|598271|Q,N
AMRX|325627|148|579099|B,Q,N
AMS|4761|0|6064|Q,N
AMSC|338487|5821|735842|B,Q,N
AMSF|13633|0|24472|Q,N
AMST|2841|0|9605|Q,N
AMT|412647|1574|1684537|B,Q,N
AMTB|48387|0|77914|Q,N
AMTD|10914|0|17656|B,Q,N
AMTM|221777|2418|510708|B,Q,N
AMTX|136448|20090|288711|B,Q,N
AMWD|9994|0|35935|Q,N
AMWL|8620|0|23222|B,Q,N
AMX|234013|0|453757|B,Q,N
AMZA|3283|3|21610|Q,N
AMZD|17697|0|41701|Q,N
AMZN|6630425|56645|21403271|B,Q,N
AMZP|122|0|376|Q,N
AMZU|174399|2442|417119|B,Q,N
AMZY|80402|4113|138498|B,Q,N
AMZZ|57184|26|92950|B,Q,N
AN|78709|0|173819|B,Q,N
ANAB|126812|6|218933|Q,N
ANDE|35812|0|53428|Q,N
ANEB|3079|0|7834|Q
ANET|406399|4407|877295|B,Q,N
ANF|279789|401|600863|B,Q,N
ANGH|3260|0|25857|Q
ANGI|56889|0|122628|Q,N
ANGL|176474|1052|301832|Q,N
ANGO|54668|2394|136865|Q,N
ANGpA|13668|1475|18971|Q
ANGpB|904|0|3204|Q
ANIK|23396|0|61181|Q,N
ANIP|55779|0|77402|B,Q,N
ANIX|14102|25|35609|Q,N
ANL|1390|84|6857|Q,N
ANNX|166069|1058|349921|Q,N
ANRO|98619|40|266852|B,Q,N
ANSC|2123|0|3623|Q
ANSS|154518|24|453825|B,Q,N
ANTE|11967|365|27543|Q,N
ANTX|21696|7610|27920|B,Q,N
ANVS|28217|450|67302|B,Q,N
ANY|347501|13638|929421|Q,N
AOA|24886|28|41756|B,Q,N
AOCT|16134|0|18242|Q
AOD|103220|500|190967|Q,N
AOHY|23600|0|57088|Q,N
AOK|30008|13300|70980|Q
AOM|54619|0|112428|Q,N
AOMN|215|0|483|Q
AOMR|18609|14|63493|Q,N
AON|163151|209|219071|B,Q,N
AOR|67946|110|125728|Q,N
AORT|78687|11|97357|B,Q,N
AOS|99838|239|393117|B,Q,N
AOSL|52016|95|84687|B,Q,N
AOTG|2|0|20|Q
AOUT|3275|0|43377|Q,N
AP|9127|1106|24652|Q,N
APA|3694464|253826|9141595|B,Q,N
APAM|67694|0|135205|Q,N
APCB|11780|0|30624|Q
APCX|10837|2399|75377|Q,N
APCXW|3590|0|4782|Q
APD|346250|1631|750251|B,Q,N
APDN|1516655|10350|3477267|Q,N
APEI|12330|0|29938|B,Q,N
APG|78078|5|188935|Q,N
APGE|87852|0|343762|B,Q,N
APH|1503302|20067|3502464|B,Q,N
API|573218|9590|1070307|B,Q,N
APIE|13385|0|32396|Q,N
APLD|3474521|158876|7154590|B,Q,N
APLE|175545|2163|711837|B,Q,N
APLM|2969985|25961|5602772|Q,N
APLS|380506|462|940860|B,Q,N
APLT|197893|140|494338|B,Q,N
APLY|15614|77|27618|Q,N
APM|9021|0|19352|Q,N
APMU|1928|0|9030|Q
APO|529165|162|1519830|B,Q,N
APOC|28911|0|33837|Q,N
APOG|25782|0|42097|Q,N
APOpA|1867|0|72462|Q,N
APOS|4884|2000|8050|Q
APP|3279847|13266|8042674|B,Q,N
APPF|32433|252|80632|B,Q,N
APPN|120877|530|307700|B,Q,N
APPS|9480761|782226|14703271|B,Q,N
APRE|1565|0|2194|Q,N
APRH|1051|0|1681|Q
APRJ|1647|0|2923|Q
APRQ|136|0|1393|Q
APRW|4|0|4116|Q
APRZ|167|0|583|Q
APT|4001|0|9594|Q,N
APTO|15521|72|28221|Q,N
APTV|886880|827|1715234|B,Q,N
APUE|25261|0|67591|Q
APVO|1130003|102|2808202|B,Q,N
APWC|6419|0|14984|Q
APYX|2507|0|24671|Q
AQB|3584|0|9433|Q,N
AQMS|38020|1676|63223|Q,N
AQN|1887281|11315|3509311|B,Q,N
AQNB|1303|0|4630|Q
AQST|278455|15597|612632|B,Q,N
AQWA|86|0|920|Q
AR|270760|64|1011027|B,Q,N
ARAY|335227|26486|850872|B,Q,N
ARB|18850|0|21330|Q,N
ARBB|1022559|94633|2428307|B,Q,N
ARBE|53453|1101|79834|B,Q,N
ARBEW|3910|260|4944|Q,N
ARBK|363667|71291|1191429|Q,N
ARBKL|1086|0|1510|Q
ARC|31812|8296|56430|Q,N
ARCB|74664|0|157586|B,Q,N
ARCC|1119718|8181|1925628|B,Q,N
ARCH|90298|13|167322|B,Q,N
ARCO|291093|337|455538|B,Q,N
ARCT|75900|0|108607|Q,N
ARDC|19501|0|40083|B,Q,N
ARDT|103149|2211|212870|B,Q,N
ARDX|291754|1582|1486748|B,Q,N
ARE|108077|459|239426|B,Q,N
AREA|8|0|17|Q
AREB|60686|4668|206256|Q,N
AREBW|728|41|930|Q
AREC|49943|450|125073|Q,N
AREN|121|0|405|Q
ARES|542642|0|804145|B,Q,N
ARESpB|124417|0|744709|Q
ARGD|754|0|2980|Q,N
ARGOpA|6236|0|13063|Q,N
ARGT|268286|597|335145|B,Q,N
ARGX|19073|0|55141|B,Q,N
ARHS|1236576|1593|1901919|B,Q,N
ARI|197161|56|344731|B,Q,N
ARIS|92088|644|248064|B,Q,N
ARKA|291|0|892|Q,N
ARKB|128973|2213|359060|B,Q,N
ARKC|13|0|52|Q
ARKD|102|0|212|Q
ARKF|119929|392|277657|Q,N
ARKG|300805|1193|566940|B,Q,N
ARKK|1393830|20773|2106250|B,Q,N
ARKO|38933|37|77211|Q,N
ARKQ|8864|182|41375|B,Q,N
ARKR|675|0|7250|Q,N
ARKW|191504|26867|234586|B,Q,N
ARKX|12836|966|43283|Q,N
ARKY|50|0|706|Q
ARKZ|405|0|2770|Q
ARL|211|0|650|Q
ARLO|287361|1205|450955|B,Q,N
ARLP|134395|1286|321395|Q,N
ARLU|537|0|543|Q
ARM|3143096|26003|7182867|B,Q,N
ARMK|165270|160|613237|B,Q,N
ARMN|45308|80|70986|Q,N
ARMP|465|0|1274|Q
AROC|175800|3418|359384|Q,N
AROW|5366|0|10487|Q,N
ARP|277|0|280|Q
ARQ|47098|1413|262412|B,Q,N
ARQQ|105555|395|158597|B,Q,N
ARQQW|21156|300|21358|Q,N
ARQT|801224|11070|1765447|B,Q,N
ARR|467863|783|860963|B,Q,N
ARRpC|3479|0|9934|Q
ARRY|2738732|63457|9771554|B,Q,N
ARTL|2402|0|20392|Q,N
ARTNA|1454|0|4043|B,Q,N
ARTV|9547|0|10965|B,Q,N
ARTW|8990|0|15822|Q
ARTY|128480|140|161315|B,Q,N
ARVN|75421|179|120530|B,Q,N
ARW|97279|0|163529|B,Q,N
ARWR|117144|4068|354512|B,Q,N
AS|710312|87|1560949|B,Q,N
ASA|5910|0|43172|Q
ASAI|115501|1362|479551|B,Q,N
ASAN|283340|1076|497386|B,Q,N
ASB|327868|3432|762180|B,Q,N
ASBA|2545|0|8197|Q
ASBpE|200|0|280|Q
ASBpF|178|110|992|Q,N
ASC|106601|999|543270|B,Q,N
ASEA|11540|0|23892|Q,N
ASET|9|0|109|Q
ASG|70231|1|129984|Q,N
ASGI|32653|0|108100|Q,N
ASGN|21688|0|59658|Q,N
ASH|207091|236|593720|B,Q,N
ASHR|5228536|13458|7484723|B,Q,N
ASHS|84108|215|92246|Q,N
ASIA|229|0|2714|B,Q
ASIX|16870|0|38018|Q,N
ASLE|35837|230|115837|B,Q,N
ASM|265082|1443|1106855|Q,N
ASMB|3663|0|9437|Q,N
ASMF|719|0|1123|Q
ASML|262777|295|731658|B,Q,N
ASND|35777|0|77228|B,Q,N
ASNS|11522|0|26074|Q,N
ASO|453497|1548|605154|B,Q,N
ASPI|1814250|34463|3255454|B,Q,N
ASPN|1239348|57420|3125516|B,Q,N
ASPS|38096|4623|214412|Q,N
ASR|4034|2|10648|B,Q,N
ASRT|99456|3971|195119|Q,N
ASRV|382|100|1805|Q
ASST|16284|0|64263|Q
ASTC|400|0|1351|Q,N
ASTE|16420|0|43671|Q,N
ASTH|36980|407|80929|B,Q,N
ASTI|13436|204|17493|Q,N
ASTL|322405|95|900106|B,Q,N
ASTLW|20668|0|131305|Q
ASTS|5577454|219517|11265234|B,Q,N
ASUR|9725|0|24802|Q,N
ASX|1159844|2921|2360780|B,Q,N
ASYS|7125|60|17693|Q,N
ATAI|1330473|58705|2708430|B,Q,N
ATAT|77956|150|584291|B,Q,N
ATCH|49390474|4096949|96426148|B,Q,N
ATCOL|202|0|302|Q
ATCOpD|332|185|1116|Q
ATCOpH|1911|0|4574|Q
ATEC|387828|1381|1003123|B,Q,N
ATEK|404|0|570|Q
ATEN|59119|1|139332|B,Q,N
ATER|8270|335|14684|Q,N
ATEX|13106|0|25586|Q,N
ATFV|273|0|635|Q
ATGE|134396|605|210883|B,Q,N
ATGL|14433|37|22520|B,Q,N
ATHA|444562|47900|993121|Q,N
ATHE|6258|0|23372|Q
ATHM|44480|21|83247|B,Q,N
ATHpA|3437|0|10589|Q,N
ATHpB|10651|0|16402|Q
ATHpC|3754|224|7730|Q
ATHpD|5679|155|12118|Q
ATHpE|6129|0|9284|Q
ATHS|8733|0|20969|Q,N
ATI|251811|0|859755|B,Q,N
ATIF|476|0|1166|Q,N
ATIP|19607|53|44713|B,Q,N
ATKR|247140|7|433534|B,Q,N
ATLC|3488|0|6157|Q
ATLCL|800|0|1074|Q
ATLCP|1990|0|1994|Q
ATLCZ|4465|0|6311|Q
ATLO|2306|101|3676|Q,N
ATLX|11210|706|36098|Q,N
ATMCW|1499|0|3499|Q
ATMP|4908|0|5935|Q
ATMU|110463|26|561552|B,Q,N
ATNF|13127|751|50082|Q,N
ATNFW|1135|1035|13676|Q
ATNI|10217|8|32742|Q,N
ATNM|40709|1413|77962|Q,N
ATO|278463|40|452871|B,Q,N
ATOM|160185|945|370613|Q,N
ATOS|119357|2208|374841|Q,N
ATPC|2833|102|8823|Q,N
ATR|74071|0|159758|B,Q,N
ATRA|20802|945|33738|Q,N
ATRC|44418|126|120765|B,Q,N
ATRO|34325|135|219160|B,Q,N
ATS|33995|21|62919|B,Q,N
ATSG|159743|3269|347416|Q,N
ATUS|1028931|2907|3299171|Q,N
ATXG|2874|101|7317|Q,N
ATXI|967|0|6947|B,Q
ATXS|26751|113|46916|Q,N
ATYR|88353|0|385579|B,Q,N
AU|383411|2139|733240|B,Q,N
AUB|163479|66|391315|B,Q,N
AUBN|2074|0|2354|Q
AUBpA|2324|626|32152|Q,N
AUDC|18164|576|73285|B,Q,N
AUGM|1027|0|1228|Q
AUGT|625|0|3739|Q
AUGW|6355|0|35489|Q
AUGZ|1000|0|1000|Q
AUID|7956|1071|16417|Q,N
AUMN|18068|0|54807|Q
AUNA|6326|83|8702|B,Q,N
AUPH|503393|10465|1554149|B,Q,N
AUR|2018134|339796|3307461|B,Q,N
AURA|38161|0|115108|B,Q,N
AUROW|4064|4064|6789|Q
AUSF|18843|0|30724|B,Q,N
AUST|93665|14935|180771|Q,N
AUTL|235408|1114|632401|B,Q,N
AUUD|12617|0|36769|Q,N
AVA|95624|57|155504|Q,N
AVAH|95037|2151|283666|B,Q,N
AVAL|3949|10|9502|B,Q,N
AVAV|48154|0|93732|B,Q,N
AVB|120755|69|176606|B,Q,N
AVBP|32816|5|59444|B,Q,N
AVD|72314|1|155344|Q,N
AVDE|83626|0|177320|Q,N
AVDL|87692|0|244210|Q,N
AVDV|111980|208|296226|B,Q,N
AVDX|297121|2359|1048108|B,Q,N
AVEE|661|0|690|Q
AVEM|161368|6|216242|B,Q,N
AVES|8016|0|12412|Q,N
AVGE|5654|0|8958|Q,N
AVGO|3563523|8255|6263835|B,Q,N
AVGR|17418|0|25832|Q,N
AVGV|1950|0|3050|Q
AVGX|20565|0|55150|B,Q
AVIE|103|0|103|Q
AVIG|33532|34|78740|B,Q,N
AVIR|28270|0|94674|B,Q,N
AVIV|3299|0|9629|Q,N
AVK|58532|0|107935|Q,N
AVL|12139|17|17030|B,Q,N
AVLC|1709|0|3348|Q,N
AVLV|47726|3|192667|Q,N
AVMA|171|0|181|Q
AVMC|908|0|1910|Q
AVMU|289|0|12870|Q
AVMV|5527|0|7915|Q,N
AVNM|452|0|893|Q
AVNS|31061|0|83468|Q,N
AVNT|72560|379|162329|Q,N
AVNV|106|0|229|Q
AVNW|92767|6567|218874|B,Q,N
AVO|20186|76|94956|Q,N
AVPT|246350|8804|429736|Q,N
AVPTW|2000|0|3951|Q
AVRE|9435|0|20194|Q,N
AVSC|14634|0|36887|Q,N
AVSD|780|0|811|Q,N
AVSE|85|0|219|Q
AVSF|8821|0|26608|Q,N
AVSU|6851|0|7213|Q
AVT|121273|0|217882|Q,N
AVTE|51102|0|109376|Q,N
AVTR|1112367|174|1403249|B,Q,N
AVTX|856|0|10680|B,Q,N
AVUS|100467|0|144493|B,Q,N
AVUV|593288|710|786453|B,Q,N
AVXC|1729|0|3742|Q,N
AVXL|368544|9866|589471|B,Q,N
