Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
DSXpB|350|0|566|Q
DSX/WS|101|1|265|Q
DSY|6633|1133|26737|B,Q
DT|389172|961|798123|B,Q,N
DTAN|100|0|100|Q
DTB|7706|0|9952|Q
DTC|37289|324|119106|Q,N
DTCK|2646|71|11064|Q,N
DTCR|20413|185|58555|B,Q,N
DTD|4147|67|11608|Q,N
DTE|68680|520|245600|Q,N
DTEC|6|0|727|Q
DTG|2082|7|7134|B,Q
DTH|2980|0|9656|Q
DTI|7249|69|15904|Q
DTIL|37000|2098|72325|B,Q,N
DTM|60968|200|182485|B,Q,N
DTRE|2|0|272|Q
DTSQ|2|0|2|N
DTSS|16663|9|36586|B,Q,N
DTST|2656|0|8118|Q
DTSTW|200|0|780|Q
DTW|17305|100|34724|Q
DUBS|25756|0|29994|Q
DUG|38056|0|83540|B,Q
DUHP|206218|0|423732|Q,N
DUK|307003|12303|1028421|B,Q,N
DUKB|7433|546|14913|Q,N
DUKH|401|0|404|Q
DUKpA|4663|0|26654|Q
DUKQ|401|0|402|Q
DUKX|201|0|201|Q
DUKZ|650|0|1274|Q,N
DULL|1617|0|2184|Q
DUO|1279266|53292|2510489|B,Q,N
DUOL|77473|58|198825|B,Q,N
DUOT|1241|127|3607|Q
DURA|104|0|962|Q
DUSA|13709|0|19688|Q
DUSB|63220|0|138721|Q,N
DUSL|687|0|3333|B,Q,N
DUST|46401|99|133987|B,Q,N
DV|211360|1119|597323|B,Q,N
DVA|228823|14|301377|B,Q,N
DVAL|10|5|4901|Q,N
DVAX|250908|6793|1035095|Q,N
DVLU|1|0|3|Q
DVN|1200104|2054|2770516|B,Q,N
DVND|7|0|9|Q
DVOL|702|0|1381|Q
DVY|61676|197|149569|Q,N
DVYA|335|0|711|Q
DVYE|17150|0|61259|B,Q,N
DWAS|6307|1|27299|Q,N
DWAT|29|0|144|Q
DWAW|1|0|1|N
DWLD|25245|197|26325|Q
DWM|9786|0|18457|Q,N
DWMF|19|0|2021|Q
DWSH|3243|0|3248|Q
DWSN|1379|37|5954|B,Q
DWTX|5662|29|14739|Q,N
DWUS|52|0|175|Q
DWX|5985|0|45902|Q,N
DX|561289|291|1027547|B,Q,N
DXC|153181|0|269761|B,Q,N
DXCM|490522|934|1032120|B,Q,N
DXD|61119|100|140065|B,Q,N
DXIV|813|0|823|Q
DXJ|66474|134|161098|Q,N
DXJS|2529|0|5956|Q,N
DXLG|23720|0|61494|Q,N
DXpC|1521|0|4337|Q
DXPE|17299|0|26000|B,Q,N
DXR|11174|0|12835|Q,N
DXUV|1190|0|1193|Q
DXYZ|24590|87|61982|B,Q,N
DY|45587|0|89591|B,Q,N
DYAI|2846|19|6828|Q
DYFI|802|0|2729|Q
DYLD|486|0|3337|Q
DYLG|54|0|507|Q
DYN|230885|4566|439487|B,Q,N
DYNF|489883|20|674657|Q,N
DYNI|1324|0|5198|Q
DYTA|1365|0|2424|Q
DZZ|1745|0|3165|Q
E|39642|18|77966|B,Q,N
EA|571380|3700|775418|B,Q,N
EAD|25081|0|60274|B,Q,N
EAF|278889|480|538674|Q,N
EAGG|104110|0|185778|Q,N
EAGL|8133|0|9039|Q
EAI|2510|500|5649|B,Q
EALT|51701|0|169482|Q
EAOA|59|0|166|Q
EAOM|3|0|6|Q
EAOR|100|0|141|Q
EAPR|2904|0|18533|Q
EARN|81153|1441|213549|B,Q,N
EASG|832|0|2728|Q
EAST|3067|0|6960|Q
EAT|223983|0|523080|B,Q,N
EATV|59|0|170|Q
EATZ|670|0|777|Q
EB|139603|636|506727|Q,N
EBAY|1900685|1693|2529559|B,Q,N
EBC|86882|0|164128|Q,N
EBF|19242|91|45323|Q,N
EBIT|152|0|239|Q
EBIZ|397|0|1275|Q,N
EBMT|2197|0|19391|Q,N
EBND|46779|0|139367|B,Q,N
EBON|4062|0|5722|Q,N
EBR|213970|0|385221|B,Q,N
EBR/B|1441|20|7662|Q,N
EBS|218700|3796|482532|B,Q,N
EBTC|396|0|547|Q
EBUF|472|0|523|Q
EC|437404|955|1006236|B,Q,N
ECAT|67343|0|174665|Q,N
ECBK|15|0|126|Q
ECC|318629|517|772858|B,Q,N
ECCC|1129|0|5186|Q
ECCF|487|0|2261|Q,N
ECCpD|9281|0|25388|Q,N
ECCV|40|0|137|Q
ECCW|240|0|1460|Q,N
ECDA|12045|0|20723|Q
ECF|17720|0|34985|Q,N
ECG|171051|349|576184|B,Q,N
ECH|128674|0|192486|B,Q,N
ECL|129154|332|321202|B,Q,N
ECLN|20|0|48|Q
ECML|137|0|218|B,Q
ECNS|996|0|5057|B,Q,N
ECO|38573|8|81966|B,Q,N
ECON|168|0|1745|Q
ECOR|57243|0|117963|B,Q,N
ECOW|1588|0|8682|Q,N
ECPG|6413|0|16695|Q,N
ECVT|197606|0|320485|Q,N
ECX|1684|0|3289|Q
ECXWW|200|0|9100|Q
ED|299082|211|782157|B,Q,N
EDAP|4874|0|38654|Q
EDBL|127417|0|633154|Q,N
EDBLW|100|0|300|Q
EDC|7008|0|15471|B,Q,N
EDD|171111|2500|261606|Q
EDEN|6509|0|7497|Q,N
EDF|13468|1066|85463|Q,N
EDGF|340|0|3187|Q
EDGH|353|0|2235|Q
EDGI|1464|0|1962|Q,N
EDGU|1661|0|1879|Q
EDIT|548705|3556|1554845|B,Q,N
EDIV|21383|0|43820|Q,N
EDN|62380|0|94595|Q,N
EDOC|918|0|3116|Q
EDOW|1244|0|12660|Q
EDR|119069|17|396658|B,Q,N
EDRY|2284|0|13173|B,Q
EDSA|54265|1868|85483|B,Q,N
EDTK|1000|0|6022|Q
EDU|115136|0|369851|B,Q,N
EDUC|955|1|2039|Q
EDV|374394|614|840537|B,Q,N
EDZ|20198|0|108497|B,Q,N
EE|47516|6|82486|Q,N
EEFT|47370|0|85971|B,Q,N
EEIQ|603|0|1670|Q,N
EELV|7719|0|25876|Q
EEM|5971105|83220|8852566|B,Q,N
EEMA|650|0|2624|Q
EEMO|2048|0|10299|Q
EEMS|3097|0|10830|Q,N
EEMV|70881|0|137499|Q,N
EEMX|1129|0|4673|Q
EES|2754|0|17959|Q,N
EET|517|0|5271|Q
EETH|9819|8|19144|Q,N
EEV|675|0|1503|Q,N
EEX|15015|0|39047|B,Q,N
EFA|1570465|2136|3061170|B,Q,N
EFAA|229|0|764|Q
EFAD|28|26|1214|Q
EFAV|30210|0|94135|Q
EFAX|90297|0|116299|Q
EFC|236307|3047|380277|B,Q,N
EFCpA|250|0|1279|B,Q
EFCpB|163|0|628|Q
EFCpC|20|0|173|Q
EFCpE|419|0|869|Q
EFG|168371|0|449983|B,Q,N
EFIV|1209|181|68485|Q,N
EFIX|1624|0|11320|Q
EFNL|120|0|818|Q
EFO|1|0|321|Q
EFOI|87|0|347|Q
EFR|18857|473|35906|B,Q,N
EFRA|322|0|323|Q
EFSC|12878|5|20660|Q,N
EFSH|2666384|185494|4526235|B,Q,N
EFT|21371|0|33647|Q,N
EFU|214|0|643|Q
EFV|445663|59|1003172|B,Q,N
EFX|72473|0|324146|B,Q,N
EFXT|5267|0|35555|Q,N
EFZ|30|0|15698|Q
EG|61333|0|128751|B,Q,N
EGAN|1516|0|4571|Q,N
EGBN|18919|0|51551|B,Q,N
EGHT|398710|45653|925525|B,Q,N
EGO|401952|2523|764218|B,Q,N
EGP|25701|0|80519|B,Q,N
EGUS|57|0|72|Q
EGY|116712|250|228252|B,Q,N
EH|135617|2464|312460|B,Q,N
EHAB|32669|0|144145|B,Q,N
EHC|75713|0|322295|Q,N
EHGO|13429|0|29323|B,Q,N
EHI|27573|800|101311|Q,N
EHLS|65|0|67|Q
EHTH|9743|226|95481|Q,N
EIC|40075|1010|106042|Q,N
EICB|4052|0|6102|Q
EICC|3425|0|10631|Q,N
EIDO|72635|0|125890|Q,N
EIG|7913|0|16697|Q,N
EIIA|5231|0|8669|Q,N
EIM|28736|0|67131|Q,N
EINC|327|0|784|Q,N
EIPI|8119|0|82155|Q
EIPX|16748|0|21733|Q
EIRL|378|0|5732|Q
EIS|1223|20|4687|Q,N
EIX|375073|837|637010|B,Q,N
EJAN|640|0|7787|Q
EJH|133884|114|327043|Q,N
EJUL|936|0|2314|Q
EKSO|37335|239|65054|Q,N
EL|871368|8090|2167735|B,Q,N
ELA|139|0|283|Q,N
ELAB|54928789|7065236|107883168|Q,N
ELAN|426270|0|1457471|Q,N
ELBM|7087|479|22037|Q,N
ELC|6299|0|11447|Q
ELCV|922|0|1187|Q,N
ELD|228|0|3370|Q
ELDN|85730|5226|318823|Q,N
ELEV|138816|102|408535|Q,N
ELF|341673|1580|842826|B,Q,N
ELMD|7325|0|23861|B,Q,N
ELME|69213|304|142801|Q,N
ELP|25007|0|51038|B,Q,N
ELPC|10|0|3928|Q,N
ELQD|1|0|20|Q
ELS|159391|134|300306|B,Q,N
ELSE|1572|0|2388|Q
ELTK|10319|501|13713|B,Q,N
ELTX|3965|0|8695|Q
ELUT|16433|0|19441|Q
ELV|354026|1905|600412|B,Q,N
ELVA|4311|0|17883|Q
ELVN|48755|0|181422|B,Q,N
ELWS|1094244|9798|1871568|B,Q,N
EM|20361|0|25023|Q
EMB|620534|1457|1818472|B,Q,N
EMBC|30872|0|55758|Q,N
EMBD|7597|0|9400|Q
EMC|1|0|3423|Q
EMCB|319|0|1201|Q
EMCC|124|0|509|Q
EMCR|468|0|1876|B,Q
EMD|36650|10|148627|Q,N
EMDV|8|0|109|Q
EME|75402|0|163321|B,Q,N
EMEQ|173|0|173|Q
EMF|5553|0|10451|Q,N
EMGF|34191|0|62607|Q
EMHC|3745|0|7039|Q
EMHY|13679|0|20581|Q,N
EMKR|32229|0|63646|Q,N
EML|2056|0|4342|B,Q,N
EMLC|380826|4|546517|B,Q,N
EMLP|27392|1143|105883|Q,N
EMM|349|0|610|Q
EMMF|4955|0|4980|Q
EMN|350501|0|556081|B,Q,N
EMNT|1809|0|3144|Q,N
EMO|10868|0|15384|Q
EMOT|4|0|1004|Q
EMP|1979|0|3145|Q
EMQQ|1629|0|13478|Q
EMR|606076|391|1220479|B,Q,N
EMSF|2640|0|3331|Q
EMSG|219|0|319|Q
EMTL|1556|0|2029|Q
EMTY|661|0|940|Q
EMX|30043|1446|128165|B,Q,N
EMXC|151367|500|532673|Q,N
EMXF|1442|0|2577|Q,N
ENB|707624|4519|1035366|B,Q,N
ENFN|111418|0|647372|Q,N
ENFR|6622|0|13789|Q
ENG|1315|0|3374|B,Q,N
ENGN|20074|397|32387|B,Q,N
ENIC|54176|1738|114162|B,Q,N
ENJ|1508|0|1590|Q
ENLC|199143|0|413412|Q,N
ENLT|4548|0|7985|B,Q
ENLV|36506|100|91127|B,Q,N
ENO|149|0|856|Q
ENOR|573|0|2593|Q,N
ENOV|251418|0|430967|B,Q,N
ENPH|1284647|7091|2130039|B,Q,N
ENR|73790|0|159911|B,Q,N
ENS|30166|16|69910|B,Q,N
ENSC|3685388|92440|7747297|B,Q,N
ENSG|167603|10|237126|B,Q,N
ENTA|13750|0|31989|Q,N
ENTG|679704|7303|1362742|B,Q,N
ENTO|34236|504|65980|Q,N
ENTX|809|42|11400|Q,N
ENV|19259|0|78122|Q,N
ENVA|52850|6|85195|B,Q,N
ENVB|48445|21|85881|Q,N
ENVX|2231994|16488|3841353|B,Q,N
ENX|2680|0|4819|Q
ENZ|18554|0|182405|Q,N
ENZL|57703|0|89980|Q
EOCT|1966|0|3419|Q,N
EOD|10819|0|38293|Q
EOG|261753|22|578430|B,Q,N
EOI|10266|0|28355|Q
EOLS|44829|135|78529|B,Q,N
EONR|215963|1800|368284|Q,N
EOS|20004|0|49716|Q,N
EOSE|1708547|9862|3427110|B,Q,N
EOSEW|4218|0|6119|Q
EOT|18320|0|41968|Q
EP|4033|0|15345|Q
EPAC|90066|0|120947|B,Q,N
EPAM|48228|0|195207|B,Q,N
EPC|37297|0|84649|Q,N
EPD|757605|42142|2055154|B,Q,N
EPHE|89845|0|111158|Q,N
EPI|127252|620|359339|B,Q,N
EPIX|901267|188362|2435713|B,Q,N
EPM|40235|244|77943|Q,N
EPOL|91489|1|254938|B,Q
EPOW|5188|56|41721|Q,N
EPP|89178|0|173698|Q,N
EPpC|110|0|128|Q
EPR|80679|459|153601|B,Q,N
EPRF|4746|0|8898|Q,N
EPRpC|2466|1000|3286|B,Q
EPRpE|988|0|1988|Q
EPRpG|379|0|1936|Q
EPRT|110994|113|508829|B,Q,N
EPRX|6978|115|16396|Q,N
EPS|5085|0|18654|Q,N
EPSN|1949|0|19030|Q,N
EPU|2671|0|13659|Q
EPV|4032|0|19567|Q,N
EQ|176836|49857|452833|B,Q,N
EQAL|869|0|11314|Q,N
EQBK|1498|0|3694|Q,N
EQC|181428|0|295038|B,Q,N
EQCpD|301|0|790|Q
EQH|223145|243|760334|Q,N
EQHpA|13180|0|29970|Q
EQHpC|2634|0|5123|Q
EQIN|5476|0|8736|Q
EQIX|45647|48|115551|B,Q,N
EQL|1856|0|2630|Q,N
EQNR|771404|344|2529443|B,Q,N
EQR|376703|57|569383|B,Q,N
EQS|100|0|103|Q
EQT|920822|832|2146778|Q,N
EQTY|2460|1700|114632|Q
EQWL|177925|164482|187978|Q,N
EQX|506444|514|1108053|B,Q,N
ERAS|379687|3092|503594|Q,N
ERC|26902|0|76398|Q
ERET|53|0|57|Q
ERH|672|0|11797|Q,N
ERIC|5671413|25087|9308102|B,Q,N
ERIE|36353|129|60613|B,Q,N
ERII|56526|22|106396|B,Q,N
ERJ|246308|229|405113|B,Q,N
ERNA|2588|0|7072|Q,N
ERNZ|278|10|4222|Q
ERO|57377|1425|117823|B,Q,N
ERTH|2654|0|11950|Q,N
ERX|26054|0|117440|B,Q,N
ERY|19103|0|49628|Q,N
ES|246805|130|683355|B,Q,N
ESAB|38009|518|59053|B,Q,N
ESCA|4833|0|8297|Q
ESE|6281|0|14448|Q,N
ESEA|5411|0|9374|B,Q,N
ESG|58|0|353|Q
ESGA|373|0|2777|Q,N
ESGB|72|0|354|Q
ESGD|113779|0|173564|B,Q,N
ESGE|76443|0|219185|Q,N
ESGG|369|0|2588|Q
ESGL|578|5|3618|B,Q
ESGLW|100|0|100|Q
ESGR|3068|0|10676|B,Q
ESGRO|6718|0|7524|Q
ESGRP|3385|1|11830|Q
ESGU|122776|181|181288|B,Q,N
ESGV|47624|0|127682|B,Q,N
ESGY|1346|0|1346|Q
ESI|78277|0|263661|Q,N
ESIX|1|0|7|Q
ESLA|655|500|9074|Q
ESLT|3498|0|6380|B,Q,N
ESML|37137|109|57118|Q,N
ESN|633|0|1655|Q
ESNT|224056|2112|640384|B,Q,N
ESOA|22740|120|54002|Q,N
ESP|5024|1|12417|B,Q,N
ESPO|666|0|5894|Q
ESPR|563078|11082|1353810|B,Q,N
ESQ|3861|0|7972|Q,N
ESRT|154193|84|401460|B,Q,N
ESS|57207|0|113904|B,Q,N
ESSA|3936|0|19516|Q
ESTA|53227|13|83312|B,Q,N
ESTC|104282|0|264799|B,Q,N
ET|2379393|5947|6473271|B,Q,N
ETB|11327|0|19544|Q
ETD|21408|27|77584|B,Q,N
ETEC|132|0|132|Q
ETG|18168|5|70383|Q,N
ETH|3700489|21401|8643067|B,Q,N
ETHA|121124|379|669076|B,Q,N
ETHD|7194|0|37440|Q
ETHE|173640|2180|573451|B,Q,N
ETHO|144|0|560|Q,N
ETHT|94928|2531|153760|Q,N
ETHU|898786|28211|1897390|B,Q,N
ETHV|11927|0|24665|Q,N
ETHW|26858|42|65442|B,Q,N
ETIp|130|0|130|Q
ETJ|38799|29|115486|Q,N
ETN|400366|130|828728|B,Q,N
ETNB|127495|331|454165|B,Q,N
ETO|4728|0|13072|B,Q,N
ETON|9153|264|42204|B,Q
ETpI|2106|0|10093|Q,N
ETQ|3|0|3|Q
ETR|288301|9368|943952|B,Q,N
ETSY|759848|1161|1181499|B,Q,N
ETU|5458|0|7609|Q
ETV|35650|100|110339|Q,N
ETW|46872|0|124265|B,Q
ETWO|417083|0|852372|B,Q,N
ETX|3156|0|28150|Q
ETY|26404|0|107875|B,Q,N
EU|566477|6315|1071378|B,Q,N
EUAD|220|0|220|Q
EUDA|3232|0|17516|Q
EUDG|1233|0|1484|Q
EUDV|3|0|35|Q
EUFN|29291|0|77148|Q,N
EUM|10391|0|19078|Q
EUO|4257|1179|10809|Q,N
EURL|544|0|5453|Q
EUSA|7157|0|14717|B,Q,N
EUSB|23208|0|45945|Q,N
EUSC|2|0|141|Q
EV|1|0|4|Q
EVAV|709|0|3989|Q,N
EVAX|537|57|6075|B,Q
EVBN|1706|0|3097|Q
EVC|12689|0|41971|Q,N
EVCM|18339|0|35134|Q,N
EVE|74|0|107|Q
EVER|248360|89|414898|B,Q,N
EVEX|29307|0|46488|Q,N
EVEX/WS|50|0|50|Q
EVF|18412|0|26124|Q
EVG|5168|0|14239|Q
EVGN|41761|5544|95613|B,Q,N
EVGO|1258882|36264|2608296|B,Q,N
EVGOW|26842|0|40102|Q
EVGR|3|0|7|Q,N
EVH|117160|150|465763|B,Q,N
EVHY|1210|0|1233|Q
EVI|7192|0|10235|B,Q
EVIM|1606|0|2129|Q
EVLN|2603|0|4226|Q
EVLU|2|0|2|Q
EVLV|904414|96708|1685321|B,Q,N
EVM|9210|0|20711|Q,N
EVMT|119|0|120|Q
EVN|25543|0|80216|Q
EVNT|1|0|1|Q
EVO|36245|1079|339694|B,Q,N
EVOK|10384|233|29519|B,Q,N
EVR|58221|1|122157|B,Q,N
EVRG|131659|1854|383158|B,Q,N
EVRI|91392|233|389767|Q,N
EVSB|476|0|1099|Q
EVSD|15030|0|21065|Q,N
EVSM|256027|0|256630|Q
EVT|19074|162|51468|Q,N
EVTC|42928|0|85408|Q,N
EVTL|7807|163|36458|B,Q,N
EVTR|152936|0|197999|Q,N
EVTV|992|236|2445|Q,N
EVUS|50|0|50|Q
EVV|86676|351|162790|B,Q,N
EVX|221|0|648|Q,N
EW|362940|4049|1428987|B,Q,N
EWA|241263|41|490097|B,Q,N
EWBC|162047|57|212117|B,Q,N
EWC|444747|139|499543|Q,N
EWCZ|68178|22|215183|B,Q,N
EWD|11507|0|48684|Q,N
EWG|101045|0|164306|B,Q,N
EWH|271835|0|627367|B,Q,N
EWI|11877|0|100119|B,Q,N
EWJ|435602|177|732878|B,Q,N
EWJV|2573|0|13053|Q
EWK|1503|0|1698|Q
EWL|17127|59|52187|Q,N
EWM|130188|84|418255|Q,N
EWN|1283|61|12019|Q
EWO|904|0|1060|Q,N
EWP|7522|0|369789|Q,N
EWQ|7841|80|87158|Q,N
EWS|79615|60|268147|Q,N
EWT|278940|32|666989|B,Q,N
EWTX|175443|308|444458|B,Q,N
EWU|61070|0|176419|B,Q,N
EWV|573|0|5774|Q,N
EWW|535572|142|715449|B,Q,N
EWX|2660|0|10329|B,Q,N
EWY|364533|25|638998|B,Q,N
EWZ|3566127|254|6135216|B,Q,N
EWZS|21577|43|292139|Q,N
EXAI|62583|1340|281980|Q,N
EXAS|430859|1512|679020|B,Q,N
EXC|727143|490|2328149|B,Q,N
EXE|613858|1|1010150|B,Q,N
EXEL|343910|18556|790540|B,Q,N
EXFY|60211|1086|157211|Q,N
EXG|110954|0|210150|Q,N
EXI|3963|0|9013|Q
EXK|780853|4298|2109122|B,Q,N
EXLS|217044|0|735930|B,Q,N
EXP|29192|16|43105|B,Q,N
EXPD|422735|0|588159|B,Q,N
EXPE|264309|1723|459020|B,Q,N
EXPI|153525|41|351756|B,Q,N
EXPO|25160|0|43234|B,Q,N
EXR|131904|21|400145|B,Q,N
EXTO|2854|0|9149|Q
EXTR|120932|0|636573|B,Q,N
EYE|437305|98|813998|B,Q,N
EYEN|135242|0|276159|Q,N
EYLD|14319|0|25816|B,Q
EYPT|188898|0|304665|B,Q,N
EZA|9032|34|26635|Q,N
EZBC|29275|33|66324|B,Q,N
EZET|1487|0|6409|B,Q,N
EZFL|8470|0|16402|B,Q
EZGO|47953|5|90913|B,Q,N
EZJ|1204|0|1206|Q
EZM|1825|0|7247|Q
EZPW|27087|31|50809|Q,N
EZU|624665|3276|720739|Q,N
F|9145042|89801|25756136|B,Q,N
FA|198771|0|519632|Q,N
FAAR|3370|0|8540|Q
FAAS|24225|420|76783|Q,N
FAB|432|0|2444|Q
FAD|92|0|1712|Q
FAF|46055|51|139966|B,Q,N
FALN|177265|368|363574|Q,N
FAMI|49188|436|150409|Q,N
FAN|7136|119|19066|Q,N
FANG|506712|1395|867683|B,Q,N
FAPR|2553|0|7293|Q
FARM|39233|0|98969|B,Q,N
FARO|5796|28|12680|Q,N
FAS|66416|241|168497|B,Q,N
FAST|549772|605|947842|B,Q,N
FAT|2177|0|5834|Q,N
FATBB|208|0|425|Q,N
FATBP|2881|0|7232|Q,N
FATBW|800|0|900|Q
FATE|533294|1670|968400|B,Q,N
FAUG|1024|0|9132|Q
FAX|15675|0|65759|B,Q,N
FAZ|1286517|1217|3948677|B,Q,N
FBCG|338481|0|434497|B,Q,N
FBCV|1066|30|4757|Q,N
FBIN|214751|240|398275|B,Q,N
FBIO|469901|24882|984398|B,Q,N
FBIOP|9095|0|27263|Q
FBIZ|1798|0|3710|B,Q,N
FBK|16259|0|70764|Q,N
FBL|76928|372|216595|B,Q,N
FBLA|29142|644|66033|Q,N
FBLG|63190|1163|95296|Q,N
FBMS|7890|0|22335|Q,N
FBNC|7082|0|15381|Q,N
FBND|2504620|6093|3113643|B,Q,N
FBOT|725|0|2725|Q
FBP|58312|100|114628|Q,N
FBRT|46425|554|97965|Q,N
FBRTpE|261|0|5315|Q
FBRX|6204|0|12142|Q
FBT|4712|0|16324|Q
FBTC|425097|8496|1311060|B,Q,N
FBUF|1000|0|1009|Q
FBY|73584|740|105727|B,Q,N
FBYD|10194|0|22284|Q
FC|3626|0|5501|Q,N
FCA|7665|0|15903|Q
FCAL|9759|0|14269|Q
FCAP|454|0|1329|Q
FCBC|3215|0|6262|Q,N
FCCO|1065|0|2299|Q
FCEF|2799|0|7602|Q
FCEL|40271499|251324|72836730|B,Q,N
FCF|27515|0|47281|Q,N
FCFS|15354|0|47537|Q,N
FCG|11031|0|53877|B,Q,N
FCLD|3410|0|9720|Q
FCN|41156|11|93962|B,Q,N
FCNCA|14984|540|19341|B,Q,N
FCNCO|3003|1725|4439|Q
FCNCP|3196|0|5604|Q
FCO|4406|0|25539|Q
FCOM|8068|0|29580|Q,N
FCOR|8235|0|12821|Q
FCPI|4165|0|7475|Q
FCPT|41426|314|190084|B,Q,N
FCRX|20|0|582|Q
FCSH|1249|0|1250|Q
FCT|19900|133|63126|Q,N
FCTE|24737|0|48110|Q,N
FCTR|40|0|744|Q
FCUS|1657|0|9819|Q
FCUV|38892|949|68015|B,Q,N
FCVT|10350|0|11920|Q
FCX|1074641|269|2554452|B,Q,N
FDAT|800|0|800|Q,N
FDBC|515|0|2149|B,Q
FDCE|8|0|50|Q
FDCF|31295|0|32213|Q
FDD|23372|10800|61300|Q,N
FDEC|17210|0|50305|Q
FDEM|12151|25|16448|Q,N
FDEV|5538|11|13043|Q,N
FDFF|156|0|820|Q
FDG|2290|100|5593|Q
FDGR|24|0|24|Q
FDHT|24|0|2837|Q
FDHY|6921|0|13719|Q,N
FDIF|2159|0|6310|Q
FDIG|11952|50|25661|B,Q,N
FDIS|14201|10|33044|Q,N
FDIV|2989|0|4671|Q
FDL|62806|648|125496|B,Q,N
FDLO|20809|0|54065|B,Q,N
FDLS|313|0|4712|Q,N
FDM|12118|0|15447|B,Q,N
FDMO|19511|0|29752|Q,N
FDMT|67075|12|194304|Q,N
FDN|307545|51003|334816|B,Q,N
FDND|201|0|401|Q
FDNI|4|0|1596|Q
FDP|41606|5|100179|B,Q,N
FDRR|977|0|9690|Q
FDRV|27|0|7014|Q
FDS|41270|8|69807|B,Q,N
FDSB|846|0|3226|Q
FDT|4745|0|9954|Q,N
FDTB|8|0|8|Q
FDTX|3523|0|11061|Q
FDUS|109350|381|170467|B,Q,N
FDV|23668|0|27948|Q,N
FDVL|18|4|33|Q,N
FDVV|104801|78|221924|B,Q,N
FDWM|30|0|92|Q
FDX|153772|229|305685|B,Q,N
FE|465645|0|828483|Q,N
FEAM|1085|43|13376|Q
FEBO|2051|131|5430|Q,N
FEBT|856|0|3256|Q
FEBW|802|0|2312|Q
FEDM|200|0|202|Q
FEDU|3050|0|6194|Q,N
FEIG|744|0|1845|Q,N
FEIM|5944|0|12596|Q
FELC|160083|1100|315046|Q,N
FELE|34154|0|69008|Q,N
FELG|68517|400|180050|Q,N
FELV|73451|0|134776|Q,N
FEM|8537|0|27812|Q,N
FEMB|3417|0|18604|Q,N
FEMS|2283|313|11844|Q
FEMY|33396|100|106806|Q,N
FENC|12217|0|28951|Q,N
FENG|3|0|2784|Q
FENI|32061|0|61727|Q,N
FENY|75585|5|221949|Q,N
FEP|1201|0|10328|Q
FEPI|39374|62|86988|B,Q,N
FER|3296|0|12063|B,Q,N
FERG|200544|0|425281|B,Q,N
FESM|15976|0|33620|Q
FET|4945|0|10418|B,Q,N
FETH|57111|493|207055|Q,N
FEUZ|87|0|775|Q
FEX|799|0|7028|Q,N
FEZ|45524|0|86820|Q,N
FF|23930|0|123169|Q,N
FFA|3125|0|10830|Q
FFBC|21702|0|43180|B,Q,N
FFC|22875|0|69746|Q,N
FFEB|1282|0|9977|Q
FFIC|10367|0|26070|Q,N
FFIE|765166|45095|1537196|B,Q,N
FFIEW|1249|100|2450|Q
FFIN|19262|194|62870|Q,N
FFIU|1|0|3|N
FFIV|62216|1630|180393|B,Q,N
FFLC|18353|0|40519|Q,N
FFLG|9183|0|15363|Q
FFLS|1178|0|2181|Q
FFLV|1|0|178|Q
FFNW|18378|0|27130|B,Q,N
FFOG|1586|0|4307|Q,N
FFSM|880|0|20011|Q,N
FFTY|3101|0|13266|Q,N
FFWM|86606|0|149849|B,Q,N
FG|7468|0|14060|Q,N
FGB|4678|1181|49847|Q
FGBI|5124|0|8140|Q,N
FGBIP|904|0|1204|Q
FGD|37823|114|95311|Q,N
FGDL|7682|272|22968|Q,N
FGEN|116714|100|297102|Q,N
FGF|34845|8043|72733|B,Q,N
FGFPP|2904|0|5652|Q
FGI|4099|0|8560|B,Q,N
FGL|17783|6826|34618|Q,N
FGN|5112|0|5754|Q
FHB|151842|76|239864|B,Q,N
FHEQ|1914|0|2038|Q
FHI|85408|100|168304|Q,N
FHLC|17622|78|51368|Q,N
FHN|388325|0|1271306|B,Q,N
FHNpB|5376|0|5525|Q
FHNpC|400|0|403|Q
FHNpE|204|0|701|Q
FHNpF|521|0|1515|Q
FHTX|19903|0|39999|B,Q,N
FHYS|7206|0|20885|Q,N
FI|320105|6840|784490|B,Q,N
FIAT|42127|2121|75852|B,Q,N
FIBK|69402|130|160873|B,Q,N
FIBR|312|0|546|Q,N
FICO|18343|11|48327|B,Q,N
FICS|4784|0|22124|Q
FID|3503|0|8676|Q,N
FIDI|4317|0|14408|Q
FIDU|15039|246|35154|Q,N
FIG|5|0|1503|Q
FIGB|11962|0|26435|Q
FIGS|222699|316|557006|Q,N
FIHL|32992|328|61555|Q,N
FIIG|95747|0|124574|B,Q
FILL|665|0|3557|Q,N
FINS|6969|600|29924|Q
FINV|66017|111|132788|Q,N
FINW|2354|0|4878|Q,N
FINX|9691|0|38705|B,Q,N
FIP|215499|0|496946|B,Q,N
FIS|849035|6209|2197584|B,Q,N
FISI|5855|0|13934|Q,N
FISR|9445|0|23886|Q
FITB|400688|257|861548|B,Q,N
FITBI|5880|0|11601|Q
FITBO|8171|0|13899|B,Q
FITBP|1232|0|5458|Q
FITE|103|0|1076|Q,N
FIVA|7202|23|12783|Q
FIVE|336498|195|691185|B,Q,N
