Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
AEHL|336286|28363|596735|B,Q,N
AEHR|376330|4164|699596|B,Q,N
AEI|2183|0|11024|B,Q
AEIS|90003|103|272506|B,Q,N
AEM|698107|1962|1733780|B,Q,N
AEMD|32402|128|122592|Q,N
AENT|22854|100|43141|B,Q,N
AENTW|7448|1446|8750|Q
AEO|1028134|1365|2030673|B,Q,N
AEON|14539|0|25091|Q,N
AEP|1013146|3517|2391588|B,Q,N
AER|214567|187|440231|B,Q,N
AERT|4205|0|8781|B,Q,N
AES|4388416|113853|11323526|B,Q,N
AESI|419358|1328|1034353|Q,N
AESR|380|0|15011|Q
AETH|1851|0|11496|Q,N
AEVA|155969|233|248069|B,Q,N
AEVA/WS|210|0|1760|Q
AEYE|41863|707|85217|B,Q,N
AFB|5968|0|22507|Q
AFBI|488|0|5747|Q
AFCG|21502|10|76916|Q,N
AFG|98482|470|139696|B,Q,N
AFGB|1250|60|3445|Q,N
AFGC|1191|0|2165|Q
AFGD|1566|425|4062|Q,N
AFGE|4047|0|10471|Q
AFIF|120|0|2534|Q
AFK|2257|0|19960|Q
AFL|464979|500|861278|B,Q,N
AFLG|2089|0|5906|Q
AFMC|4062|0|4301|Q
AFMD|54905|1657|145615|Q,N
AFRI|584|0|4122|Q
AFRM|2618260|16355|5408974|B,Q,N
AFSM|25119|0|33635|Q
AFYA|26836|0|56153|B,Q,N
AG|2014869|12175|5530451|B,Q,N
AGAE|14832|504|34938|Q,N
AGCO|345886|2536|634878|B,Q,N
AGD|26440|0|95371|Q,N
AGEN|43661|843|213758|Q,N
AGFY|67980|4523|131590|B,Q,N
AGG|2102300|3488|4172720|B,Q,N
AGGH|15590|936|40594|Q
AGGS|2|0|2|Q
AGGY|20354|0|44247|Q,N
AGI|429097|10002|1392125|B,Q,N
AGIH|4|0|4|Q
AGIO|147117|573|476727|B,Q,N
AGIX|18|0|250|Q,N
AGL|518539|4274|1881965|B,Q,N
AGM|10855|305|23941|B,Q,N
AGM/A|9|0|214|Q
AGMH|2232|78|25623|Q,N
AGMI|69|0|263|Q
AGMpD|813|0|820|Q
AGMpE|4740|0|7849|Q,N
AGMpF|2716|0|4375|Q
AGMpG|425|0|838|Q
AGNC|7403036|36130|16137197|B,Q,N
AGNCL|1295|0|8448|Q
AGNCM|2525|0|5950|Q
AGNCN|4753|0|10716|Q
AGNCO|17642|0|34063|B,Q
AGNCP|9221|0|34338|Q
AGNG|1889|22|3836|Q,N
AGO|22602|0|52753|Q,N
AGOX|4822|0|17003|Q
AGQ|625610|88876|1124757|B,Q,N
AGQI|3403|0|7725|Q
AGR|42438|47|123574|Q,N
AGRI|3372420|380999|5362318|Q,N
AGRO|47263|0|104267|B,Q,N
AGS|12568|110|116783|B,Q,N
AGX|79449|351|144824|B,Q,N
AGYS|55188|60|66922|B,Q,N
AGZ|9819|0|15698|Q,N
AGZD|3276|0|27905|Q
AHCO|281930|4085|783118|Q,N
AHG|616|0|2483|Q
AHH|22920|384|175744|Q,N
AHHpA|501|0|1655|Q,N
AHLpC|2112|0|6718|Q
AHLpD|10914|0|14050|Q,N
AHLpE|13157|0|53603|Q,N
AHLT|163|0|236|Q
AHR|251918|264|1272468|B,Q,N
AHT|7574|295|27794|Q,N
AHTpD|1131|0|2995|Q
AHTpF|40|0|40|Q
AHTpG|500|0|522|Q
AHTpI|3|0|6|Q
AHYB|682|0|787|Q
AI|858121|9423|2265041|B,Q,N
AIA|17458|0|98322|Q,N
AIBD|5|0|2022|Q
AIBU|982|0|7317|B,Q
AIEQ|1281|254|7255|B,Q
AIEV|58089|0|107516|Q,N
AIFD|406|0|3439|Q,N
AIFF|6069|461|22232|Q,N
AIFU|5999|300|50828|Q,N
AIG|1135890|896|2765041|B,Q,N
AIHS|1054|0|2057|Q
AILE|114590|381|310659|Q,N
AILEW|5900|0|10793|Q
AIM|29534|0|97504|Q,N
AIMAW|200|0|600|Q
AIMD|278128|0|409893|Q,N
AIN|50651|59|109311|B,Q,N
AIO|36983|0|95461|Q,N
AIOT|147817|645|455041|B,Q,N
AIP|21103|434|108457|B,Q,N
AIPI|41874|1190|61856|B,Q,N
AIQ|242268|791|342259|B,Q,N
AIR|57870|721|120134|Q,N
AIRE|10240|20|22967|Q,N
AIRG|5222|0|17125|B,Q,N
AIRI|10360|1694|23255|Q,N
AIRJ|3148|0|7952|Q,N
AIRL|13|0|117|Q
AIRR|1106536|833|1235748|B,Q,N
AIRS|51025|600|86341|Q,N
AIRT|993|12|4139|Q
AIRTP|181|0|260|Q
AISP|239131|12959|471533|B,Q,N
AISPW|3865|1555|12032|Q
AIT|89924|35|215320|B,Q,N
AITR|2500|0|4903|Q
AIV|68602|11|328970|Q,N
AIVI|101|0|5234|Q,N
AIVL|12|0|516|Q,N
AIXI|29571|8702|61559|B,Q,N
AIYY|19468|650|80230|B,Q,N
AIZ|137436|20|186598|B,Q,N
AIZN|1677|0|3128|Q
AJAN|381|0|9893|Q
AJG|245980|130|326323|B,Q,N
AJUL|4430|0|13941|B,Q
AJX|47194|7297|65961|B,Q,N
AKA|1029|0|2402|Q
AKAM|422045|101|682753|B,Q,N
AKAN|12152|126|38105|Q,N
AKBA|971598|47294|2044254|B,Q,N
AKO/A|13|0|196|Q
AKO/B|1338|0|2228|Q
AKR|96406|0|333445|Q,N
AKRO|97737|208|235839|Q,N
AKTS|3852309|329488|11448359|B,Q,N
AKTX|2534|0|6947|Q
AKYA|22778|879|105242|Q,N
AL|147725|546|468685|B,Q,N
ALAB|2662176|566863|6823265|B,Q,N
ALAI|1440|0|2271|Q
ALAR|38252|0|111340|B,Q,N
ALB|645880|1959|994476|B,Q,N
ALBpA|5377|0|9860|Q,N
ALBT|79440|6320|161858|B,Q,N
ALC|223933|3164|468897|Q,N
ALCE|19958|2312|73137|Q,N
ALCO|3370|0|15504|B,Q,N
ALDX|75184|362|161816|Q,N
ALE|24446|96|89052|Q,N
ALEC|208122|0|605023|Q,N
ALEX|24158|53|96909|Q,N
ALF|401|0|600|Q
ALG|7541|0|29612|Q
ALGM|371271|1288|538830|B,Q,N
ALGN|185539|1936|395264|B,Q,N
ALGS|18468|182|28559|Q,N
ALGT|199844|418|317332|B,Q,N
ALHC|215814|214|2215176|B,Q,N
ALIT|919608|1415|3008804|B,Q,N
ALK|406626|2705|1096635|B,Q,N
ALKS|266010|7|861361|B,Q,N
ALKT|335030|28|632248|B,Q,N
ALL|161278|4|822804|B,Q,N
ALLE|307687|50|659326|Q,N
ALLK|85048|705|189099|Q,N
ALLO|1235102|25708|1863684|B,Q,N
ALLpB|1816|0|6802|Q,N
ALLpH|14667|0|45442|Q
ALLpI|2157|0|5926|Q
ALLpJ|7684|0|19434|Q,N
ALLR|36042|234|98817|Q,N
ALLT|26987|0|101833|B,Q,N
ALLY|863445|3367|2253410|B,Q,N
ALMS|13713|20|29237|Q,N
ALNT|16376|0|97879|Q,N
ALNY|312568|275|630382|B,Q,N
ALOT|9919|0|12764|B,Q
ALRM|71789|41|144073|Q,N
ALRN|5101|17|14764|Q,N
ALRS|13627|400|48592|Q,N
ALSN|205643|7|329695|B,Q,N
ALT|324450|16466|1068415|B,Q,N
ALTG|171381|100|393930|Q,N
ALTGpA|440|0|490|Q
ALTI|21896|0|47369|Q,N
ALTL|4207|0|17339|Q
ALTM|2062616|16923|5381647|B,Q,N
ALTO|175505|1944|407896|B,Q,N
ALTR|261756|255|1678538|B,Q,N
ALTS|57208|459|81890|B,Q,N
ALTY|4019|0|6750|B,Q
ALUR|28197|0|59560|Q,N
ALUR/WS|1000|0|1000|N
ALV|172509|0|385309|B,Q,N
ALVO|13461|0|27595|Q,N
ALVR|10019|0|289497|Q
ALX|1979|0|5962|B,Q,N
ALXO|116881|975|323355|Q,N
ALZN|131498|7892|261579|Q,N
AM|753889|14|1295732|B,Q,N
AMAL|49783|123|118056|Q,N
AMAT|914300|5064|1878540|B,Q,N
AMAX|6908|0|7404|Q
AMBA|52015|1003|154960|B,Q,N
AMBC|26866|0|139115|Q,N
AMBI|222|33|1356|Q,N
AMBO|18446|150|33605|Q
AMBP|281293|276|1417126|Q,N
AMC|5144260|173625|10944057|B,Q,N
AMCR|1723743|2601|3816808|B,Q,N
AMCX|115726|1805|525700|Q,N
AMD|5304924|77789|15193717|B,Q,N
AMDL|875049|63679|1590578|B,Q,N
AMDS|6057|0|16347|Q
AMDY|137314|362|204740|B,Q,N
AME|287854|188|740053|B,Q,N
AMED|56158|0|435448|B,Q,N
AMG|52633|23|133331|Q,N
AMGN|306783|421|610892|B,Q,N
AMH|247124|596|995030|B,Q,N
AMHpG|400|0|1943|Q
AMHpH|228|0|727|Q
AMID|8324|0|9760|Q,N
AMIX|35419|200|76841|B,Q,N
AMJB|2703|0|13532|Q,N
AMKR|186759|409|459074|B,Q,N
AMLI|298643|19645|498608|B,Q,N
AMLP|537524|1652|799800|B,Q,N
AMLX|193563|8336|602434|B,Q,N
AMN|112342|0|264272|B,Q,N
AMNA|227|0|455|Q
AMOM|5661|0|9768|Q,N
AMP|137086|13|261631|B,Q,N
AMPD|72|0|74|B,Q
AMPG|23300|0|32507|Q,N
AMPH|121356|22|214595|B,Q,N
AMPL|113338|440|240349|B,Q,N
AMPS|326576|21885|557665|B,Q,N
AMPX|362298|7466|664656|B,Q,N
AMPY|66332|100|222124|B,Q,N
AMR|71915|197|121707|B,Q,N
AMRC|121638|2132|320699|B,Q,N
AMRK|33142|0|68825|B,Q,N
AMRN|250057|1600|616697|Q,N
AMRX|294507|799|580853|Q,N
AMS|5360|0|14317|Q,N
AMSC|256393|2600|484398|B,Q,N
AMSF|15772|175|32933|B,Q,N
AMST|3539|0|21052|Q,N
AMT|978793|773|3334482|B,Q,N
AMTB|65060|0|290666|B,Q,N
AMTD|9866|172|22194|Q,N
AMTM|128358|757|526836|Q,N
AMTX|161002|17881|366879|Q,N
AMWD|27983|0|47723|Q,N
AMWL|4253|0|11091|Q,N
AMX|245940|136|570422|B,Q,N
AMZA|8357|0|40083|Q,N
AMZD|30081|1200|64575|B,Q,N
AMZN|7677863|94981|25118625|B,Q,N
AMZP|3011|0|3419|B,Q,N
AMZU|361949|13673|684491|B,Q,N
AMZY|68346|8254|174754|Q,N
AMZZ|40435|1723|88054|B,Q,N
AN|117022|578|411155|B,Q,N
ANAB|118473|392|237856|B,Q,N
ANDE|45267|279|88996|B,Q,N
ANEB|69|0|1886|Q
ANET|309658|21458|682835|B,Q,N
ANF|475099|761|659518|B,Q,N
ANGH|7476|0|24808|Q
ANGI|54838|996|96660|Q,N
ANGL|613278|1447|870132|B,Q,N
ANGO|68700|77|186583|Q,N
ANGpA|1602|0|19230|Q
ANGpB|2475|0|4403|Q
ANIK|23938|213|114177|Q,N
ANIP|157069|12|193449|B,Q,N
ANIX|15614|0|38729|Q,N
ANL|1838|2|11300|Q
ANNX|127589|239|329919|B,Q,N
ANRO|84392|151|262213|B,Q,N
ANSC|510|0|37056|Q
ANSCW|5|0|209|Q
ANSS|62096|67|243155|B,Q,N
ANTE|93205|11456|166717|Q,N
ANTX|33227|3365|68756|Q,N
ANVS|33325|207|91925|B,Q,N
ANY|198533|10806|775161|Q,N
AOA|134217|29|205297|Q,N
AOCT|8445|0|11058|B,Q
AOD|105201|6392|222757|Q,N
AOHY|8086|0|34891|Q,N
AOK|38865|0|77877|Q,N
AOM|27465|259|74587|Q,N
AOMN|1689|0|4032|Q
AOMR|34333|230|130423|Q,N
AON|277653|293|396449|Q,N
AOR|163591|1569|278246|Q,N
AORT|65893|72|132380|B,Q,N
AOS|171966|138|450849|B,Q,N
AOSL|42699|2325|98728|Q,N
AOTG|7|0|12|Q
AOUT|5655|0|11201|Q,N
AP|40222|4390|85803|Q,N
APA|1382868|6030|3388104|B,Q,N
APAM|202341|612|387018|Q,N
APCB|92968|0|105632|Q
APCX|22372|0|44086|Q
APCXW|3030|3030|3038|Q
APD|215984|391|520663|B,Q,N
APDN|286717|6800|1228565|Q,N
APEI|19939|0|41861|B,Q,N
APG|102154|121|1560665|Q,N
APGE|158778|4162|373149|Q,N
APH|1133041|12917|3839727|B,Q,N
API|285835|2351|522560|B,Q,N
APIE|33308|0|48150|Q,N
APLD|3058642|217221|6881014|B,Q,N
APLE|360392|1860|1670858|B,Q,N
APLM|98021|40|376001|Q,N
APLS|589395|16868|1478698|B,Q,N
APLT|277279|2036|518573|Q,N
APLY|10753|4082|26152|Q,N
APM|8492|0|10186|Q,N
APMU|25318|0|38032|Q
APO|1557309|2331|4193396|B,Q,N
APOC|11430|0|14676|Q
APOG|26498|7|72632|B,Q,N
APOpA|1631|34|187980|Q
APOS|4884|0|8801|Q
APP|900031|2500|1885697|B,Q,N
APPF|45423|48|113281|B,Q,N
APPN|111009|465|358065|B,Q,N
APPS|898895|11416|1648544|B,Q,N
APRE|5589|0|10058|Q,N
APRT|157|0|165|Q
APRW|474|0|3586|Q
APRZ|832|0|2908|Q,N
APT|2880|0|7779|Q,N
APTO|28982|67|55357|Q,N
APTV|876978|3095|2358228|B,Q,N
APUE|59357|0|98227|Q,N
APVO|80912|1232|356691|Q
APWC|743|0|3852|Q,N
APYX|2126|142|17439|B,Q,N
AQB|7251|0|14094|Q,N
AQMS|35107|2605|93016|B,Q,N
AQN|2256696|6446|3322263|B,Q,N
AQNB|3225|0|5988|Q
AQST|277198|23318|766584|B,Q,N
AQWA|387|0|1078|Q
AR|677647|990|1730202|B,Q,N
ARAY|219305|3800|635138|Q,N
ARB|9435|0|12729|B,Q
ARBB|83908445|350854|170185169|B,Q,N
ARBE|23150|0|43255|Q,N
ARBEW|4893|0|6253|Q
ARBK|173264|27310|744886|B,Q,N
ARBKL|802|0|914|B,Q
ARC|1446|0|16875|Q,N
ARCB|419692|41|702788|Q,N
ARCC|1308256|4174|3067957|B,Q,N
ARCH|175063|0|284825|B,Q,N
ARCO|288087|38481|536575|B,Q,N
ARCT|93572|150|275190|B,Q,N
ARDC|23715|0|55460|B,Q
ARDT|101842|1602|187394|Q,N
ARDX|863509|22780|3118826|B,Q,N
ARE|213296|1773|403814|B,Q,N
AREA|30|0|30|Q
AREB|1537941|16481|2718023|B,Q,N
AREBW|1253|452|11094|Q
AREC|70010|1435|131664|B,Q,N
AREN|75|0|4309|Q
ARES|582760|132|1216139|B,Q,N
ARESpB|519999|0|574358|Q
ARGD|649|0|1409|Q,N
ARGOpA|11771|0|26386|B,Q,N
ARGT|299791|20|361881|B,Q,N
ARGX|31311|0|114196|Q,N
ARHS|932825|0|1237081|B,Q,N
ARI|295545|3079|619370|B,Q,N
ARIS|182206|1607|432051|B,Q,N
ARKA|6330|0|13837|Q,N
ARKB|341229|3398|704372|B,Q,N
ARKC|34|0|36|Q
ARKD|500|0|1150|Q
ARKF|80880|920|289607|B,Q,N
ARKG|444132|2646|635193|B,Q,N
ARKK|2359707|18999|3884766|B,Q,N
ARKO|55406|7|164439|Q,N
ARKQ|17513|126|55451|B,Q,N
ARKR|220|0|2569|Q,N
ARKW|35738|3455|119000|B,Q,N
ARKX|12774|492|48700|Q,N
ARKY|263|0|298|B,Q
ARKZ|3137|5|10767|Q
ARL|1608|0|4157|Q
ARLO|262178|0|470288|Q,N
ARLP|210231|1425|389055|B,Q,N
ARLU|1091|0|2371|Q
ARM|1856025|6772|3677483|B,Q,N
ARMK|179450|2281|598152|B,Q,N
ARMN|47885|11|101987|Q,N
ARMP|530|0|3330|Q
AROC|470042|4|799993|B,Q,N
AROW|6037|11|76925|Q,N
ARP|84|0|84|Q
ARQ|12891|53|107354|B,Q,N
ARQQ|10281|187|22738|B,Q,N
ARQQW|203|3|303|Q
ARQT|560977|5785|982582|B,Q,N
ARR|588162|11220|994810|B,Q,N
ARRpC|1801|0|16837|Q,N
ARRY|2814163|136142|9197906|B,Q,N
ARTL|2928|0|15145|Q,N
ARTNA|1723|0|6838|Q,N
ARTV|12736|41|22964|B,Q,N
ARTW|2955|0|7538|Q,N
ARTY|20935|23|72928|Q,N
ARVN|122286|0|253112|Q,N
ARW|115884|318|213917|B,Q,N
ARWR|141871|26|412699|B,Q,N
AS|410903|1726|1026253|B,Q,N
ASA|12354|164|66448|B,Q,N
ASAI|76237|3349|119538|B,Q,N
ASAN|404143|8966|946916|B,Q,N
ASB|719434|8329|1533204|Q,N
ASBA|3291|0|6333|Q
ASBpE|603|0|725|Q
ASBpF|281|0|7104|Q
ASC|122933|804|503222|B,Q,N
ASEA|3962|0|10711|B,Q,N
ASG|65534|600|139850|B,Q,N
ASGI|53838|0|169104|Q,N
ASGN|35620|768|120882|Q,N
ASH|168884|0|232935|B,Q,N
ASHR|3695591|738|6798473|B,Q,N
ASHS|852|0|22957|Q
ASIA|1710|0|3957|Q,N
ASIX|18030|0|47921|B,Q,N
ASLE|45068|1254|114711|B,Q,N
ASM|217809|2079|1296345|B,Q,N
ASMB|2975|0|7698|Q
ASMF|3066|0|3462|Q
ASML|448301|2108|1315440|B,Q,N
ASND|118048|32|209337|B,Q,N
ASNS|29343|272|71033|Q,N
ASO|1102993|1036|1405905|B,Q,N
ASPI|997373|24640|1901248|B,Q,N
ASPN|754648|54550|2829119|B,Q,N
ASPS|28986|6060|216085|Q,N
ASR|4409|0|11324|B,Q,N
ASRT|172241|0|342511|Q,N
ASRV|381|0|10284|Q,N
ASST|53358|0|80661|Q,N
ASTC|4146|0|12623|Q
ASTE|17229|0|78086|B,Q,N
ASTH|62136|0|90205|Q,N
ASTI|5113|270|27470|Q,N
ASTL|195103|300|492236|B,Q,N
ASTLW|8309|0|33027|Q
ASTS|2182604|40858|5026494|B,Q,N
ASUR|19802|145|106115|Q,N
ASX|1168129|705|2987826|B,Q,N
ASYS|6959|960|25204|Q,N
ATAI|516758|26178|968051|B,Q,N
ATAT|77269|97|502381|B,Q,N
ATCH|86626|9|189511|Q,N
ATCOL|690|0|1604|Q
ATCOpD|4230|247|9225|Q
ATCOpH|5494|0|14114|Q,N
ATEC|222083|14594|630626|B,Q,N
ATEK|47|0|1134|Q
ATEN|47757|205|182829|Q,N
ATER|7780|408|27805|Q,N
ATEX|14377|0|40300|B,Q,N
ATFV|1661|0|2982|Q
ATGE|55843|21|177580|B,Q,N
ATGL|21576|1516|41120|Q,N
ATHA|610598|42769|1524980|B,Q,N
ATHE|369|0|8448|Q
ATHM|54284|0|104671|Q,N
ATHpA|4785|0|11050|Q
ATHpB|3463|0|8974|Q,N
ATHpC|8128|0|16720|Q,N
ATHpD|1246|0|9500|Q,N
ATHpE|4632|0|8957|Q
ATHS|2768|0|24067|Q,N
ATI|576597|6|1359226|B,Q,N
ATIF|146|0|2877|Q,N
ATIP|18266|2554|53180|B,Q
ATKR|360320|85|589138|B,Q,N
ATLC|1312|0|9163|Q,N
ATLCL|40|0|307|Q
ATLCP|3625|0|8977|Q
ATLCZ|14525|0|18838|B,Q,N
ATLO|3597|0|9999|B,Q,N
ATLX|26336|36|63158|Q,N
ATMC|1|0|14251|Q
ATMCW|6788|1|19764|Q
ATMP|2928|0|5042|Q
ATMU|107406|214|450000|B,Q,N
ATMVR|200|0|388|Q
ATNF|21378|0|116259|B,Q,N
ATNFW|11146|9683|15198|Q
ATNI|7683|0|121482|B,Q,N
ATNM|48393|4379|121164|Q,N
ATO|169918|167|291025|B,Q,N
ATOM|24647|500|77848|Q,N
ATOS|111649|8285|453852|Q,N
ATPC|7576|0|17967|Q,N
ATR|33960|0|88028|B,Q,N
ATRA|28830|3737|64541|B,Q,N
ATRC|74726|28|223214|B,Q,N
ATRO|16364|274|126854|Q,N
ATS|118588|161|214731|B,Q,N
ATSG|353248|12|665324|Q,N
ATUS|463900|35902|2381942|B,Q,N
ATXG|1121|53|11366|Q,N
ATXI|7592|0|15787|Q,N
ATXS|31445|84|95932|B,Q,N
ATYR|110030|1384|227866|Q,N
AU|353083|100|752508|B,Q,N
AUB|168261|3650|1092480|Q,N
AUBN|137|0|956|Q
AUBpA|3263|0|14449|Q,N
AUDC|50504|1158|117808|B,Q,N
AUGM|2380|0|2380|Q
AUGT|345|0|8795|Q
AUGU|100|0|1183|Q
AUGW|19592|0|36473|Q
AUGZ|1319|0|1322|Q
AUID|1753|14|8508|Q,N
AUMI|2262|0|2874|Q,N
AUMN|15389|0|45213|Q
AUNA|1219|10|4897|Q
AUPH|121085|111|465097|B,Q,N
AUR|4982715|2652165|6710304|B,Q,N
AURA|26681|0|75702|B,Q,N
AUROW|903|703|1411|Q
AUSF|16051|0|39846|B,Q,N
AUST|93231|9916|239850|Q,N
AUTL|229085|0|758392|B,Q,N
AUUD|10350|185|18137|Q,N
AVA|149252|0|257858|Q,N
AVAH|51134|3047|144397|Q,N
AVAL|9488|1012|23293|B,Q,N
AVAV|184794|993|345695|B,Q,N
AVB|157419|570|251649|B,Q,N
AVBP|39164|15|61436|B,Q,N
AVD|34546|0|113647|Q,N
AVDE|59849|0|168946|B,Q,N
AVDL|109360|358|279081|B,Q,N
AVDS|1002|0|19078|Q,N
AVDV|115032|8|257584|B,Q,N
AVDX|437629|1711|1423471|B,Q,N
AVEE|372|0|944|Q,N
AVEM|154296|0|313484|B,Q,N
AVES|17773|0|24930|B,Q,N
AVGE|4793|0|6920|B,Q,N
AVGO|3703810|15650|6979840|B,Q,N
AVGR|24635|0|51522|Q,N
AVGV|2907|0|2968|Q,N
AVGX|9836|0|43445|Q,N
AVIE|1|0|2|Q
AVIG|20768|0|55789|Q
AVIR|30170|0|94480|Q,N
AVIV|8247|0|13703|Q,N
AVK|58820|3023|105917|Q,N
AVL|3363|0|9779|Q,N
AVLC|3526|0|11329|Q,N
AVLV|60230|0|152560|Q,N
AVMA|499|0|508|Q
AVMC|14666|0|15164|Q
AVMU|718|0|1456|Q
AVMV|2510|0|3847|Q,N
AVNM|1772|0|2939|Q,N
AVNS|37125|0|74113|Q,N
AVNT|96537|444|247498|Q,N
AVNV|172|0|194|Q
AVNW|161624|11581|601480|B,Q,N
AVO|53490|2775|307688|Q,N
AVPT|121632|3050|326288|B,Q,N
AVPTW|1027|0|5183|Q
AVRE|80537|0|90514|Q,N
AVS|10|0|10|Q
AVSC|90445|0|139002|Q,N
AVSD|782|0|1554|Q
AVSE|22|0|475|Q
AVSF|18736|0|25381|Q,N
AVSU|526|0|3546|Q
AVT|126303|310|208337|B,Q,N
AVTE|65017|5758|180585|Q,N
AVTR|1198199|647|1626277|B,Q,N
AVTX|1972|0|3296|Q
