Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
CWAN|380190|194|1197401|B,Q,N
CWB|139142|19|347989|Q,N
CWBC|5441|100|37901|Q,N
CWCO|12092|63|31132|Q,N
CWD|4|0|369|Q
CWEB|142879|7|274748|B,Q,N
CWEN|296908|23742|925774|B,Q,N
CWEN/A|46057|9284|168394|B,Q,N
CWH|441675|1|1208639|B,Q,N
CWI|44938|0|89421|B,Q
CWK|829025|842|1624449|B,Q,N
CWS|6042|21|26595|B,Q,N
CWST|46220|22|96018|B,Q,N
CWT|21226|1|77297|Q,N
CX|4508927|11639|12039558|B,Q,N
CXAI|74028|947|167265|Q,N
CXAIW|2200|1500|10375|Q
CXDO|42951|301|104788|Q,N
CXE|26102|0|53382|Q
CXH|917|0|7158|Q
CXM|149236|0|1153121|Q,N
CXSE|2858|0|37824|Q
CXT|89762|298|239127|B,Q,N
CXW|622743|3720|2528677|B,Q,N
CYBN|34025|4597|118878|Q,N
CYBR|69679|366|124137|B,Q,N
CYCC|107674|7729|242230|Q,N
CYCN|803|0|4639|Q,N
CYD|1232|0|13283|Q,N
CYH|317668|202|600029|B,Q,N
CYN|5433|41|10856|Q,N
CYRX|48791|77|176785|Q,N
CYTH|2378|0|10669|Q
CYTK|272121|7462|830541|B,Q,N
CYTO|3327|118|13483|Q,N
CZA|316|0|1010|Q
CZFS|2279|0|8814|Q
CZNC|4701|27|39916|Q,N
CZR|1111452|5928|2675395|B,Q,N
CZWI|4584|0|59513|Q,N
D|729704|785|1784520|B,Q,N
DAC|23777|0|38642|B,Q,N
DADA|231349|9056|607333|B,Q,N
DAIO|4054|0|6385|Q,N
DAKT|73392|6134|274920|Q,N
DAL|2386684|12430|5998848|B,Q,N
DALI|390|0|4938|Q
DALN|2865|205|5545|B,Q,N
DAN|787073|651|1201846|B,Q,N
DAO|13872|0|27463|Q,N
DAPP|70816|477|296318|Q,N
DAPR|1414|0|4001|Q
DAR|1016634|2718|1557250|B,Q,N
DARE|8013|0|24275|Q,N
DASH|697243|3355|1951006|B,Q,N
DAT|73|0|1504|Q,N
DATS|6692881|40257|12799582|B,Q,N
DATSW|165|0|265|Q
DAUG|1417|0|131525|Q
DAVA|66290|1112|251378|B,Q,N
DAVE|255651|16808|822929|B,Q,N
DAVEW|1999|0|5180|Q
DAWN|264693|20504|962143|Q,N
DAX|979|0|6999|Q
DAY|412697|27377|906125|B,Q,N
DB|439588|110|1338388|B,Q,N
DBA|121986|0|191417|Q,N
DBAW|559|0|2746|Q
DBB|35075|175|86567|Q,N
DBC|251936|439|487195|B,Q,N
DBD|43824|140|113191|B,Q,N
DBE|647|607|1931|Q
DBEF|160303|0|243682|Q,N
DBEU|1075|0|17334|Q
DBEZ|827|0|2136|Q
DBGI|21875959|2419682|37424317|Q,N
DBI|456520|40|965389|B,Q,N
DBJP|3016|0|5973|B,Q
DBL|44178|0|71658|Q,N
DBMF|206042|1800|302995|Q,N
DBND|52347|0|70315|Q,N
DBO|64996|3534|338991|Q,N
DBP|4406|0|11274|Q,N
DBRG|505992|4476|1399504|B,Q,N
DBRGpH|747|0|1456|Q
DBRGpI|1663|0|2686|Q,N
DBRGpJ|2844|0|4495|Q,N
DBVT|1521|0|17180|Q
DBX|936863|1286|1308485|Q,N
DC|47774|0|124536|Q,N
DCBO|5982|0|14919|B,Q,N
DCF|3716|0|10211|Q,N
DCGO|55639|25|575136|Q,N
DCI|61377|0|214600|B,Q,N
DCMT|1132|0|1380|Q
DCO|6035|0|32606|Q,N
DCOM|32810|0|262553|B,Q,N
DCOMG|85|0|85|Q
DCOMP|2498|0|7410|Q,N
DCOR|15829|0|25166|Q,N
DCRE|2331|0|20633|Q
DCTH|35933|63|111843|B,Q,N
DC/WS|500|0|500|Q
DD|220335|2703|1390733|B,Q,N
DDC|205044|2850|380659|B,Q,N
DDD|494762|3582|1266957|Q,N
DDEC|2567|0|9624|Q
DDI|8887|0|99367|Q,N
DDIV|1924|0|3102|Q
DDL|200472|9059|1063859|B,Q,N
DDLS|16774|0|27973|Q,N
DDM|132698|2979|279501|B,Q,N
DDOG|645160|356|2267113|B,Q,N
DDS|35298|0|50965|Q,N
DDT|1147|0|1573|Q
DDWM|6301|0|16281|Q,N
DE|265613|1001|469622|B,Q,N
DEA|262576|72|594144|B,Q,N
DEC|66675|224|147150|B,Q,N
DECAW|16|0|16|Q
DECK|308294|542|772019|B,Q,N
DECO|913|0|973|Q
DECW|944|0|1639|Q
DECZ|2057|0|24325|Q
DEED|273|0|7807|Q,N
DEEP|997|0|2359|B,Q
DEFI|461|0|1169|Q
DEHP|5594|0|10858|Q,N
DEI|387594|0|723635|Q,N
DELL|2154657|14216|3905738|B,Q,N
DEM|99819|4556|276114|Q,N
DEMZ|853|39|1606|Q,N
DENN|197024|2489|284216|Q,N
DEO|154055|1472|453100|B,Q,N
DERM|30230|271|55433|Q,N
DES|58772|44|122205|Q,N
DESK|124|0|227|Q,N
DESP|103569|0|531718|B,Q,N
DEUS|484|0|1333|Q
DEW|1842|0|3898|Q
DFAC|1116462|169|1861456|Q,N
DFAE|281135|2|416459|Q,N
DFAI|276714|0|528211|Q,N
DFAR|38143|0|119620|Q,N
DFAS|271585|26|351026|Q,N
DFAT|140916|0|238718|Q,N
DFAU|167770|0|247196|Q,N
DFAW|7376|0|18371|Q,N
DFAX|449251|0|806701|B,Q,N
DFCA|2764|0|26716|Q,N
DFCF|151273|100|328146|Q,N
DFE|1064|9|4882|Q,N
DFEB|170|0|3911|Q
DFEM|315935|0|373302|Q,N
DFEN|115096|4764|273197|B,Q,N
DFEV|40454|0|94471|Q,N
DFGP|15221|0|57383|B,Q,N
DFGR|44615|0|118168|Q,N
DFGX|11450|0|17467|Q,N
DFH|86151|116|143511|B,Q,N
DFHY|561|0|1152|Q
DFIC|228181|0|580264|B,Q,N
DFIN|39572|2957|219661|B,Q,N
DFIP|15126|44|39615|Q,N
DFIS|73986|0|134159|Q,N
DFIV|277847|414|420299|Q,N
DFJ|965|0|3676|B,Q
DFLI|68409|0|134299|Q,N
DFLIW|1100|0|1100|Q
DFLV|216715|0|308312|Q,N
DFND|936|0|2247|Q,N
DFNL|6242|0|13832|Q,N
DFNM|25601|0|35323|Q,N
DFNV|13|0|201|Q
DFP|2913|0|31553|Q
DFRA|170|0|374|Q
DFS|912499|1299|3636740|B,Q,N
DFSB|9646|0|15325|Q
DFSD|86241|0|216596|Q,N
DFSE|6510|0|10940|Q,N
DFSI|22559|0|31471|Q,N
DFSU|87880|0|138514|Q,N
DFSV|263895|0|499652|B,Q,N
DFUS|489360|13|625902|Q,N
DFUV|123371|0|222911|B,Q,N
DFVE|1294|0|1304|Q
DFVX|8116|0|11379|Q,N
DG|1334381|14890|3010512|B,Q,N
DGCB|12939|0|17577|Q,N
DGHI|88051|426|199262|B,Q,N
DGICA|4832|0|20609|B,Q,N
DGII|34925|181|71483|Q,N
DGIN|279|0|104914|Q
DGLY|57740|3226|149136|Q,N
DGP|28237|0|88140|B,Q,N
DGRE|301|0|1129|Q,N
DGRO|530858|4243|970023|B,Q,N
DGRS|17783|0|23399|Q,N
DGRW|275898|752|375279|B,Q,N
DGS|28916|566|122744|Q,N
DGT|51330|0|52834|Q,N
DGX|209932|96|271012|B,Q,N
DGZ|32|0|37|Q
DH|87537|1010|397501|Q,N
DHAI|505|0|951|Q
DHAIW|730|0|827|Q
DHC|260925|6197|617807|B,Q,N
DHCNI|2153|0|6134|Q
DHCNL|2988|0|6206|Q,N
DHDG|600|0|4600|Q
DHF|32030|3600|126135|Q,N
DHI|973348|541|2452570|B,Q,N
DHIL|2755|0|9418|B,Q,N
DHR|236408|425|1076323|B,Q,N
DHS|3704|396|16532|Q,N
DHT|417982|265|627961|B,Q,N
DHX|3688|79|11150|Q
DHY|64991|0|177018|Q,N
DIA|1448207|15232|2361585|B,Q,N
DIAL|2986|1090|203589|Q,N
DIAX|12628|0|23911|Q,N
DIBS|22736|0|49114|Q,N
DIEM|493|0|1092|Q
DIG|39293|100|89861|B,Q,N
DIHP|173787|5880|385802|Q,N
DIM|1220|0|2463|Q
DIN|177025|290|464020|B,Q,N
DINO|454439|408|874767|B,Q,N
DINT|42982|0|47516|Q
DIOD|53615|89|119467|B,Q,N
DIPS|61711|50|89951|B,Q,N
DIS|837542|40648|3675278|B,Q,N
DISO|7649|0|17375|Q,N
DIST|200|0|700|Q
DISV|200731|0|279708|B,Q,N
DIT|103|0|165|Q
DIV|39398|934|125840|B,Q,N
DIVB|41358|52|58011|Q,N
DIVD|15|0|82|Q
DIVG|4|0|68|Q
DIVI|49344|0|144417|Q,N
DIVL|8435|0|9597|Q,N
DIVO|127995|2021|395976|B,Q,N
DIVP|100|0|202|Q
DIVS|100|0|101|N
DIVY|24|0|972|Q
DIVZ|3714|0|4946|Q,N
DJAN|514|0|3748|Q
DJCO|1035|0|3281|Q,N
DJD|17407|0|34447|Q,N
DJIA|25749|43|56469|B,Q,N
DJP|2778|0|16667|Q
DJT|29617053|630832|67204877|B,Q,N
DJTWW|310698|1176|578693|B,Q,N
DJUL|4000|0|6212|Q
DJUN|2408|0|5438|Q
DK|593783|40|951302|B,Q,N
DKL|49310|82|112745|B,Q,N
DKNG|2710360|20041|5503563|B,Q,N
DKS|343755|2|594776|B,Q,N
DLB|38750|11|74255|B,Q,N
DLHC|7407|306|45981|Q,N
DLN|35826|0|73292|B,Q,N
DLNG|4215|0|7138|Q,N
DLNGpA|1112|0|1975|Q,N
DLNGpB|637|0|2811|Q
DLO|51501|233|193776|Q,N
DLPN|2423|0|15773|Q,N
DLR|1118677|1343|1560806|B,Q,N
DLRpJ|884|0|2046|Q
DLRpK|3391|1|9049|Q,N
DLRpL|2488|0|6045|Q,N
DLS|1310|0|14709|Q
DLTH|4601|112|15342|Q,N
DLTR|1894699|13761|4029021|B,Q,N
DLX|43827|0|110754|B,Q,N
DLY|129818|646|617995|B,Q,N
DM|80356|243|130305|Q,N
DMA|1397|0|3416|Q
DMAC|4780|0|24337|Q,N
DMAR|1046|0|3835|Q
DMAT|561|0|2326|Q
DMAY|268|0|2952|Q
DMB|13985|4973|23027|Q
DMBS|18206|0|35363|Q,N
DMCY|100|0|301|Q
DMF|2538|0|6958|Q
DMLP|14386|0|35303|B,Q,N
DMO|20440|0|52783|B,Q,N
DMRC|12340|0|45466|Q,N
DMXF|12913|26|27071|Q,N
DNA|192839|1461|338022|Q,N
DNB|949235|56315|1668435|Q,N
DNL|8292|0|23190|Q,N
DNLI|120608|1099|233540|Q,N
DNMR|362168|4251|747604|Q,N
DNN|3442744|4834|7133628|B,Q,N
DNOV|2497|0|8141|Q
DNOW|80873|3814|223366|Q,N
DNP|127141|137|600538|B,Q,N
DNTH|52742|0|65717|B,Q,N
DNUT|371826|2097|789483|B,Q,N
DOC|2246675|26|4226883|B,Q,N
DOCN|645934|12973|809794|B,Q,N
DOCS|141305|950|392957|B,Q,N
DOCT|91957|0|112667|Q,N
DOCU|564440|1324|1044114|B,Q,N
DOG|458661|13224|2718002|B,Q,N
DOGG|2571|34|3817|Q,N
DOGZ|10752|1333|19037|Q,N
DOL|3801|0|7434|Q
DOLE|59957|300|207113|Q,N
DOMH|901|44|1913|Q
DOMO|58753|0|126254|Q,N
DON|30099|115|87692|Q,N
DOOO|20023|48|109140|Q,N
DORM|45354|0|125389|B,Q,N
DOUG|323123|14964|884797|Q,N
DOV|230291|703|463977|B,Q,N
DOW|1854202|9512|2865594|B,Q,N
DOX|105535|7|260664|Q,N
DOYU|30043|533|39516|Q,N
DPCSW|300|0|50600|Q
DPG|14826|0|53720|Q,N
DPRO|10393|19|19088|B,Q,N
DPST|375058|1436|1247150|B,Q,N
DPZ|136837|22|210643|B,Q,N
DQ|296309|3305|689799|B,Q,N
DRAG|8056|12|107200|Q,N
DRAI|79|0|82|Q
DRCT|9854|0|19823|Q,N
DRD|61898|11|154333|Q,N
DRH|257061|417|1269364|Q,N
DRHpA|705|0|4979|Q
DRI|549432|476|742530|B,Q,N
DRIO|25886|930|45155|Q,N
DRIP|888012|120833|1731689|B,Q,N
DRIV|24448|266|80315|B,Q,N
DRLL|26077|96|107590|Q,N
DRMA|29792|130|61197|Q
DRN|212403|17294|726262|B,Q,N
DRRX|3563|184|27309|Q,N
DRS|184749|198|616536|B,Q,N
DRSK|73064|0|160870|Q
DRTS|11|0|1790|Q
DRUG|83455|1342|172765|B,Q,N
DRUP|222|0|6031|Q
DRV|45332|147|147148|Q,N
DRVN|145329|332|372056|Q,N
DSEP|627|0|1640|Q
DSGN|32843|52|57331|Q,N
DSGR|4810|0|23255|Q
DSGX|37967|39|101437|B,Q,N
DSI|33165|481|60921|B,Q,N
DSL|121182|105|382797|B,Q,N
DSM|18761|0|40838|Q
DSMC|5888|0|16781|Q,N
DSP|28063|11313|62139|B,Q,N
DSS|11281|0|15778|Q
DSTL|41714|0|70070|Q,N
DSU|70988|0|146929|Q,N
DSWL|2734|0|28509|Q
DSX|108070|247|312862|Q,N
DSXpB|120|0|423|Q
DSX/WS|3549|0|9265|Q
DSY|37462|205|73169|B,Q,N
DSYWW|300|0|437|Q
DT|574218|10312|2211840|B,Q,N
DTB|3588|0|8991|Q
DTC|52887|328|161539|Q,N
DTCK|9709|61|17453|Q
DTCR|17199|0|82443|B,Q,N
DTD|4145|94|16279|Q,N
DTE|139010|215|556272|Q,N
DTEC|60|0|4686|Q
DTF|1822|0|4095|Q
DTG|1710|0|7451|Q
DTH|1760|0|27313|Q
DTI|34640|88|51456|Q,N
DTIL|27308|18|54731|Q,N
DTM|88724|4|207827|B,Q,N
DTRE|71|0|465|Q
DTSQR|796|0|1712|Q
DTSS|11187|0|42634|Q,N
DTST|2208|0|14070|B,Q,N
DTSTW|301|0|731|Q,N
DTW|6803|0|17626|B,Q,N
DUBS|9325|0|15640|Q,N
DUG|660924|0|738956|B,Q,N
DUHP|243923|0|477138|Q,N
DUK|594486|5457|1333623|B,Q,N
DUKB|7139|0|13275|Q
DUKH|3501|0|3702|Q
DUKpA|16261|0|51518|Q,N
DUKQ|285|0|285|Q
DUKX|238|0|241|Q
DUKZ|1865|0|2065|Q
DULL|8305|0|11726|Q,N
DUO|358801|19629|892342|B,Q,N
DUOL|275899|44|356018|B,Q,N
DUOT|6289|0|17718|B,Q
DURA|200|0|200|N
DUSA|2468|0|44977|Q
DUSB|42981|0|128649|Q,N
DUSL|15312|155|27209|B,Q,N
DUST|70238|791|233015|Q,N
DV|345678|3952|1043120|B,Q,N
DVA|211227|34|301836|B,Q,N
DVAL|248|0|509|Q
DVAX|352565|258|1054938|Q,N
DVLU|205|0|1398|Q
DVN|4440231|17799|7570322|B,Q,N
DVY|136216|208|241766|B,Q,N
DVYA|847|0|2549|Q,N
DVYE|28556|0|87729|Q,N
DWAS|16346|0|34331|Q,N
DWAT|3234|0|3234|Q
DWLD|1524|0|15851|Q
DWM|6906|0|21075|Q
DWSH|7139|0|59000|Q
DWSN|1539|0|2314|Q
DWTX|8441|238|14731|Q,N
DWX|5430|0|25246|Q
DX|768994|1|1291699|B,Q,N
DXC|74047|235|234741|B,Q,N
DXCM|445273|1048|1681561|B,Q,N
DXD|137878|220|406579|B,Q,N
DXIV|22|0|202|Q
DXJ|855015|347|940872|B,Q,N
DXJS|739|13|2935|Q,N
DXLG|33873|133|80307|Q
DXpC|1424|0|10502|B,Q
DXPE|31065|132|47180|B,Q,N
DXR|1316|0|2493|Q
DXUV|885|0|886|Q
DXYZ|1462435|7814|2633050|B,Q,N
DY|295989|0|569109|B,Q,N
DYAI|2985|0|9774|Q
DYFI|2555|0|2977|Q
DYLD|803|0|9920|Q
DYLG|12|0|14|Q
DYN|177388|0|368184|Q,N
DYNF|443205|207|697236|Q,N
DYNI|283|0|285|Q
DYTA|496|0|1912|B,Q,N
DZZ|5299|0|6205|Q
E|37431|454|80518|B,Q,N
EA|522920|400|810627|B,Q,N
EAD|14202|0|88302|Q
EAF|473466|2149|1228552|B,Q,N
EAGG|95744|840|325192|Q,N
EAGL|10651|0|29616|Q
EAI|3393|0|8271|Q
EALT|12790|0|13752|B,Q
EAOA|96|0|109|Q
EAOK|1930|0|1936|Q
EAOM|431|0|533|Q
EAOR|36|0|310|Q
EAPR|467|0|39441|Q
EARN|191191|1830|448108|Q,N
EASG|899|0|1166|Q
EAST|1547|0|18386|Q,N
EAT|336720|432|797905|B,Q,N
EATZ|462|0|1036|Q
EB|181266|767|597882|B,Q,N
EBAY|1703371|449|2277415|B,Q,N
EBC|145270|284|659670|B,Q,N
EBF|21220|13|50060|Q,N
EBIT|548|0|648|Q
EBIZ|293|0|1033|Q
EBMT|1850|0|19474|Q,N
EBND|39365|0|361535|Q,N
EBON|24719|148|61915|Q,N
EBR|198038|167|387318|B,Q,N
EBR/B|39|0|735|Q,N
EBS|265641|1608|575395|B,Q,N
EBTC|1175|0|15753|Q,N
EBUF|1501|0|2399|Q
EC|562149|7191|1441897|B,Q,N
ECAT|48093|0|164345|Q,N
ECBK|4635|0|9650|Q,N
ECC|522123|117|1238708|Q,N
ECCC|68|0|1921|Q
ECCF|4100|0|9463|Q,N
ECCpD|3914|0|23069|Q,N
ECCV|670|0|1182|Q
ECCW|415|0|654|Q
ECDA|5788|0|19462|B,Q
ECF|4724|100|49058|Q
ECG|193973|873|497190|B,Q,N
ECH|65422|0|126451|B,Q,N
ECL|161694|219|399695|B,Q,N
ECLN|10|0|31|Q
ECML|302|0|318|Q
ECNS|5893|110|19496|B,Q
ECO|24337|268|61301|Q,N
ECOR|32037|474|73663|B,Q,N
ECOW|328|327|29141|Q
ECPG|85133|0|228295|B,Q,N
ECVT|205001|176|838294|Q,N
ECX|9918|0|17134|Q,N
ECXWW|8000|0|8566|Q
ED|481308|1069|792905|Q,N
EDAP|8829|0|21984|B,Q
EDBL|1514393|21770|3196625|Q,N
EDC|21424|765|48466|B,Q
EDD|24575|0|151619|Q
EDEN|559|0|2861|Q,N
EDF|50603|3195|112458|B,Q,N
EDGF|7249|0|10549|Q
EDGH|1865|0|4905|Q
EDGI|3822|0|4014|Q
EDGU|5378|0|5602|Q
EDIT|899718|5064|2120951|B,Q,N
EDIV|13413|0|65882|Q,N
EDN|56671|147|111231|Q,N
EDOC|7566|0|10927|Q
EDOG|622|0|2398|Q
EDOW|7979|0|21180|Q
EDR|201382|0|611335|B,Q,N
EDRY|1497|0|12991|Q
EDSA|16059|156|39846|B,Q,N
EDTK|200|0|3085|Q
EDU|291629|0|883036|B,Q,N
EDUC|278|1|444|Q
EDV|556398|14030|1557492|B,Q,N
EDZ|44003|0|185454|B,Q,N
EE|73710|20|138125|B,Q,N
EEFT|164382|0|213111|Q,N
EEIQ|223|0|2825|Q
EELV|197896|0|553992|Q
EEM|6007240|353|10459099|B,Q,N
EEMA|2733|0|72701|Q
EEMO|4|0|697|Q
EEMS|3745|16|15872|Q,N
EEMV|48959|185|121282|Q,N
EEMX|85|0|2667|Q
EES|2553|0|19882|Q
EET|24|0|677|Q
EETH|8432|6|26493|B,Q,N
EEV|10831|0|14524|Q
EEX|9674|5|23117|Q,N
EFA|1591347|3643|3104017|B,Q,N
EFAA|418|0|879|Q
EFAD|571|0|2968|Q
EFAS|21|0|723|Q
EFAV|16543|1585|105035|Q,N
EFAX|2100|0|6944|Q
EFC|354909|986|503106|B,Q,N
EFCpA|22|0|1803|Q
EFCpB|1558|0|1594|Q
EFCpE|554|0|2022|Q,N
EFG|141562|0|221151|B,Q,N
EFIV|9225|0|56500|B,Q,N
EFIX|1000|0|4767|Q
EFNL|79|0|949|Q
EFO|2650|0|2824|Q,N
EFOI|148|0|713|Q,N
EFR|19845|282|48140|Q
EFRA|8|0|174|Q
EFSC|55556|0|203661|Q,N
EFSH|6473300|596711|11328977|B,Q,N
EFT|29620|0|52559|Q,N
EFU|4506|0|5041|B,Q
EFV|184856|823|544531|B,Q,N
EFX|293135|264|1007282|B,Q,N
EFXT|4484|0|9080|Q
EFZ|84521|0|108363|Q
EG|65285|568|155112|B,Q,N
EGAN|6514|0|32367|Q,N
EGBN|59085|64|219887|B,Q,N
EGF|2836|0|3357|Q
EGHT|129193|1819|505367|B,Q,N
EGO|285782|555|538919|Q,N
EGP|129407|13|325134|B,Q,N
EGUS|4|0|11|Q
EGY|154557|895|291528|Q,N
EH|233091|3995|504410|B,Q,N
EHAB|75288|7|165574|Q
EHC|65927|15|249581|Q,N
EHGO|6110|1000|18350|Q,N
EHI|27398|0|132816|Q
EHTH|306231|28284|639391|B,Q,N
EIC|55311|0|142171|Q,N
EICB|388|0|588|Q
EICC|965|0|3514|Q
EIDO|107702|918|190403|B,Q,N
EIG|13320|0|37179|B,Q,N
EIIA|448|0|946|Q
EIM|33602|0|110421|Q,N
EINC|670|0|1624|Q,N
EIPI|6909|0|62246|Q
EIPX|7565|0|9619|Q
EIRL|89|26|4005|Q
EIS|24650|0|29791|B,Q,N
EIX|1033181|1088|1622786|B,Q,N
EJAN|3854|0|6253|Q
EJH|130003|13089|241673|Q,N
EJUL|3069|0|153844|Q
EKSO|13741|1264|30158|Q,N
EL|1230845|7520|3054610|B,Q,N
ELA|2274|65|6204|B,Q,N
ELAB|83271450|7748351|153887560|B,Q,N
ELAN|1884508|731|5533577|B,Q,N
ELBM|16178|0|47643|Q
ELC|4288|0|14486|Q,N
ELCV|6022|0|7898|Q,N
ELD|686|0|1441|B,Q
ELDN|29776|340|121741|Q,N
ELEV|140822|0|424596|Q,N
ELF|1553274|7986|2538151|B,Q,N
ELLO|2604|0|7810|Q,N
ELMD|10642|0|23016|Q,N
ELME|73564|17|126926|Q,N
ELP|23293|30|131480|Q,N
ELPC|253|0|1354|Q
ELQD|9|0|26|Q
ELS|322717|30|889019|B,Q,N
ELSE|4|0|9|Q
ELTK|1042|15|3422|Q,N
ELTX|3643|703|4842|Q,N
ELUT|8089|2136|18518|Q,N
ELV|697039|501|1111875|B,Q,N
ELVA|1329|0|6952|Q,N
ELVN|64107|25|111653|B,Q,N
ELWS|1723414|191621|3010732|B,Q,N
EM|19538|0|56231|Q,N
EMB|1487785|1246|2888555|B,Q,N
EMBC|59299|0|221114|B,Q,N
EMBD|2751|0|4389|Q,N
EMC|1|0|1525|Q
EMCB|1482|0|4580|Q
EMCC|197|0|198|Q
EMCR|189|0|1239|Q
EMCS|127|0|1334|Q
EMD|17794|0|129805|Q,N
EME|100725|39|273147|B,Q,N
EMEQ|1150|0|1150|Q
EMF|2502|0|13232|Q
EMGF|9608|0|20050|Q,N
EMHC|20502|0|21761|Q,N
EMHY|19851|66|88315|Q,N
EMKR|19472|8|41500|Q,N
EML|1966|0|16300|Q,N
EMLC|234958|4220|1442593|B,Q,N
EMLP|48962|0|193697|B,Q,N
EMM|75|0|109647|Q
EMMF|4388|0|8301|Q
EMN|393223|71|577307|B,Q,N
EMNT|2074|0|6552|Q,N
EMO|11401|0|37831|Q,N
EMP|3634|0|5626|Q
EMQQ|739|0|23859|Q,N
EMR|1234838|1886|2577068|B,Q,N
EMSF|244|0|445|Q
EMTL|4823|0|7159|Q
EMTY|740|0|2015|Q
EMX|51423|689|271542|Q,N
EMXC|241504|2821|994361|Q,N
EMXF|47|0|2716|Q
ENB|895786|15565|1460560|B,Q,N
ENFN|54945|0|232243|Q,N
ENFR|22358|0|29944|Q,N
ENG|1864|0|20166|Q
ENGN|12856|102|23700|B,Q,N
ENIC|40944|200|155776|Q,N
ENJ|21|0|21|N
ENLC|354884|139|1143495|B,Q,N
ENLT|1503|0|3200|Q
ENLV|24636|0|65066|Q,N
ENO|200|0|2487|Q
ENOR|656|0|3085|Q
ENOV|222244|15|689563|B,Q,N
ENPH|3802556|168110|6779604|B,Q,N
ENR|51052|311|176739|Q,N
ENS|51700|489|177140|B,Q,N
ENSC|588163|129139|1085009|Q,N
ENSG|394374|396|742156|B,Q,N
ENTA|9978|7|20737|Q,N
ENTG|478291|910|814131|B,Q,N
ENTO|9622|1033|21259|Q,N
ENTX|990|18|5523|Q,N
ENV|47828|23|252718|Q,N
ENVA|62475|0|130503|B,Q,N
ENVB|5531|0|36559|Q,N
ENVX|1606952|20254|2845504|B,Q,N
ENX|2130|0|5855|Q,N
ENZ|11664|134|84326|Q,N
ENZL|1223|0|2815|Q
EOCT|669|0|3369|Q,N
EOD|14103|0|133213|Q
EOG|393351|610|982514|B,Q,N
EOI|31969|2439|63181|Q,N
EOLS|155973|0|403541|B,Q,N
EONR|54384|379|188459|Q,N
EOS|50460|263|87912|B,Q,N
EOSE|6917524|531660|11921250|B,Q,N
EOSEW|20859|15545|55078|Q
EOT|8264|0|40868|Q,N
EP|11227|60|35541|Q,N
EPAC|100149|121|220478|B,Q,N
EPAM|125866|330|462568|B,Q,N
EPC|49294|56|133299|Q,N
EPD|1252750|7383|3077372|B,Q,N
EPHE|9740|136|17372|Q
EPI|319882|11976|811486|B,Q,N
EPIX|54502|11099|393289|Q,N
EPM|36356|285|130230|Q,N
EPOL|23911|0|73451|B,Q,N
EPOW|2833|0|6313|Q
EPP|19622|0|270293|Q,N
EPpC|50|0|214|Q
EPR|166933|1388|286725|B,Q,N
EPRF|2587|0|4721|Q,N
EPRpC|1357|0|9540|Q
EPRpE|410|0|472|Q
EPRpG|227|0|732|Q,N
EPRT|320492|8679|962065|B,Q,N
EPRX|359|160|4885|Q
EPS|22434|41|50650|Q,N
EPSN|3914|0|9122|Q,N
EPU|4030|0|8473|Q,N
EPV|60830|0|91260|Q,N
EQ|20040|681|56502|Q,N
EQAL|555|0|18884|Q
EQBK|9435|0|59521|B,Q,N
EQC|112155|0|287702|Q,N
EQCpD|138|0|959|Q
EQH|835937|173|1877367|B,Q,N
EQHpA|31954|1534|78854|Q
EQHpC|2997|0|6931|Q
EQIN|8040|0|9518|Q
EQIX|120687|152|221447|B,Q,N
EQL|10784|0|20605|Q,N
EQLS|200|0|20226|Q
EQLT|355|0|580|Q
EQNR|1129062|3203|2879221|B,Q,N
EQR|321807|797|789636|B,Q,N
EQS|10|0|232|Q
EQT|1430268|1387|5335195|B,Q,N
EQTY|10998|0|51942|Q
EQWL|31077|0|35954|Q,N
EQX|1026520|3387|2098795|B,Q,N
ERAS|491553|8378|1574268|Q,N
ERC|32029|0|82175|Q,N
ERET|18|0|24|Q
ERH|2932|0|16868|Q,N
ERIC|6924874|17529|12646191|B,Q,N
ERIE|28841|20|49043|B,Q,N
ERII|81461|86|168916|B,Q,N
ERJ|258315|477|439099|B,Q,N
ERNA|4542|1146|8076|Q,N
ERNZ|2366|0|3012|Q
ERO|272217|4806|461544|B,Q,N
ERTH|10283|22|15863|Q,N
ERX|105499|2129|285150|B,Q,N
ERY|47996|0|137468|B,Q,N
ES|558663|768|1815032|B,Q,N
ESAB|73541|434|145171|B,Q,N
ESCA|934|0|5617|Q
ESE|21273|0|72157|Q,N
ESEA|6893|223|15504|Q,N
ESG|76|0|1012|Q
ESGA|2458|0|2933|Q
ESGB|317|0|602|Q
ESGD|92886|10|264136|B,Q,N
ESGE|86105|238|257959|B,Q,N
ESGG|47|0|245|Q
ESGL|805|0|1176|Q
ESGR|2991|0|22671|Q,N
ESGRO|2900|0|5618|Q,N
ESGRP|7831|0|26389|Q
ESGU|149679|2171|270087|Q,N
ESGV|99360|4609|278134|B,Q,N
ESGX|1|0|1|Q
ESGY|101|0|101|Q
ESI|142155|0|298523|Q,N
ESIX|2578|0|2578|Q
ESLA|1923|0|10821|Q
ESLT|4533|25|12091|Q,N
ESML|34665|0|69941|Q,N
ESN|1406|0|11533|Q
ESNT|84483|0|273064|Q,N
ESOA|43567|1040|113145|B,Q,N
ESP|5980|0|18904|Q,N
ESPO|2202|0|6834|Q,N
ESPR|987526|5163|2985502|B,Q,N
ESQ|4669|11|18931|B,Q,N
ESRT|184283|16|588219|B,Q,N
