Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
ACIC|10028|145|38286|Q,N
ACIO|60875|0|105219|B,Q,N
ACIU|14660|0|31255|B,Q,N
ACIW|161618|104|366232|B,Q,N
ACLS|171654|393|339271|B,Q,N
ACLX|152372|0|259854|B,Q,N
ACM|159436|0|333163|B,Q,N
ACMR|281055|3629|774625|B,Q,N
ACN|188838|76|814550|B,Q,N
ACNB|4201|0|12633|Q,N
ACNT|19169|358|31421|B,Q,N
ACON|20704|27|109301|Q,N
ACP|192002|0|313557|Q,N
ACR|2529|0|5296|Q,N
ACRE|77489|1670|235532|B,Q,N
ACRpC|2192|0|4265|Q,N
ACRpD|135|0|182|Q,N
ACRS|203423|18807|617432|Q,N
ACRV|11036|0|13408|Q,N
ACSI|2|0|32|Q
ACT|27500|0|136230|Q,N
ACTG|24892|0|46759|Q,N
ACTU|10267|0|24956|Q
ACTV|698|0|6554|Q
ACU|4513|0|11778|Q,N
ACV|11369|0|27880|Q,N
ACVA|659179|2634|1315673|B,Q,N
ACVF|4945|22|5846|Q,N
ACWI|233819|0|449009|B,Q,N
ACWV|14493|13|50165|Q,N
ACWX|100753|3174|221021|Q,N
ACXP|3628|0|22620|Q,N
ADAG|11212|1107|37584|Q,N
ADAP|189827|0|427433|Q,N
ADBE|284213|4766|947164|B,Q,N
ADC|134189|76|269504|B,Q,N
ADCpA|520|0|7208|Q
ADCT|38165|676|81210|B,Q,N
ADD|248634|26725|1218745|B,Q,N
ADEA|195292|1615|406317|Q,N
ADFI|10383|0|15867|Q
ADGM|1385|0|2556|Q,N
ADI|448360|58|914325|B,Q,N
ADIL|49622|0|116520|Q,N
ADIV|343|0|2177|Q
ADM|608880|3405|1298070|B,Q,N
ADMA|1305316|30353|4230576|B,Q,N
ADME|2162|0|3387|Q
ADN|14310|0|55159|Q,N
ADNT|299903|472|627422|B,Q,N
ADNWW|2132|100|3500|Q
ADP|116371|0|385747|B,Q,N
ADPT|131463|600|430002|B,Q,N
ADPV|2579|0|3676|Q,N
ADSE|7332|0|33097|Q,N
ADSEW|2393|303|2693|Q
ADSK|108439|158|290260|B,Q,N
ADT|945576|2231|2227133|B,Q,N
ADTN|261169|260|952187|B,Q,N
ADTX|346241|70755|1310553|Q,N
ADUR|26535|5|69624|B,Q,N
ADUS|9278|0|42627|B,Q,N
ADV|153007|22257|562790|B,Q,N
ADVE|1|0|3|Q
ADVM|14423|0|37964|Q,N
ADVWW|7800|0|37936|Q
ADX|70974|0|172261|Q,N
ADXN|1865|0|6185|Q
AE|40|0|201|Q
AEE|461359|5|685389|B,Q,N
AEF|25275|200|47874|Q,N
AEFC|1996|0|17585|Q
AEG|616266|4106|1870009|Q,N
AEHL|96418|0|215065|B,Q,N
AEHR|268353|1038|563106|B,Q,N
AEI|1321|0|12349|Q
AEIS|18641|17|49576|Q,N
AEM|283282|2732|798058|B,Q,N
AEMD|5560|0|51400|Q,N
AENT|13302|255|35173|B,Q,N
AENTW|1100|0|1591|Q
AEO|725295|101|1415591|B,Q,N
AEON|66241|6803|116634|Q,N
AEP|294788|1338|748916|B,Q,N
AER|75043|100|215202|B,Q,N
AERT|7697|280|22716|Q,N
AES|2962815|2096|8381626|B,Q,N
AESI|193894|92|272941|B,Q,N
AESR|16903|0|23240|Q
AETH|1720|0|10173|Q,N
AEVA|75421|630|185670|Q,N
AEVA/WS|1948|0|3408|Q
AEYE|122199|13636|222649|B,Q,N
AFB|2333|0|10307|Q
AFBI|578|0|4014|Q
AFCG|20184|1537|38178|Q,N
AFG|81310|0|98283|B,Q,N
AFGB|1130|0|1806|Q
AFGC|2223|0|4169|Q,N
AFGD|249|0|725|Q
AFGE|859|15|2356|Q
AFIF|196018|0|206545|Q
AFJK|12|0|12|Q
AFL|195830|302|504534|B,Q,N
AFLG|11966|0|14542|Q
AFMC|150053|0|150459|Q
AFMD|13455|344|68711|Q,N
AFRI|100|0|1025|Q
AFRM|6591271|337106|12274530|B,Q,N
AFSM|15440|0|15468|Q
AFYA|13357|0|23930|Q,N
AG|1235658|28651|3784135|B,Q,N
AGAE|34255|0|50992|Q,N
AGCO|343385|654|401230|B,Q,N
AGD|19231|350|51285|Q,N
AGEN|179595|8776|328794|Q,N
AGFY|48163|73|122457|B,Q,N
AGG|1350478|29902|3144690|B,Q,N
AGGH|9780|0|27317|Q
AGGS|1|0|1|N
AGGY|35368|0|142013|Q,N
AGI|215377|2168|854613|B,Q,N
AGIH|1|0|1|Q
AGIO|283090|1803|926865|B,Q,N
AGIX|2480|0|3585|B,Q,N
AGL|2686902|153872|12805406|B,Q,N
AGM|9792|0|18581|Q,N
AGM/A|1|0|5|N
AGMH|1134|83|7305|Q,N
AGMpD|99|0|485|Q
AGMpE|240|0|2570|Q
AGMpF|145|0|3254|Q
AGMpG|1854|0|4795|Q
AGNC|4465582|21094|9640150|B,Q,N
AGNCL|670|0|4113|Q
AGNCM|3875|0|6860|Q
AGNCN|1896|0|4130|Q
AGNCO|1434|0|16780|Q
AGNCP|1387|35|16139|B,Q
AGNG|515|31|1042|B,Q,N
AGO|25671|0|41375|B,Q,N
AGOX|4789|0|8778|Q
AGQ|379270|3238|749524|B,Q,N
AGQI|122|0|3999|Q
AGR|55733|19|155706|Q,N
AGRI|9764444|626129|20000483|Q,N
AGRO|71802|0|154664|B,Q,N
AGS|6687|0|64251|Q,N
AGX|46718|73|124749|B,Q,N
AGYS|43681|51|63712|B,Q,N
AGZ|6680|0|13340|Q,N
AGZD|51282|0|65498|Q
AHCO|161041|0|349684|B,Q,N
AHG|1928|1645|3923|Q,N
AHH|73976|0|168566|Q,N
AHHpA|58|0|1459|Q,N
AHLpC|1303|0|3998|Q
AHLpD|1570|0|5816|Q
AHLpE|875|1|5870|Q,N
AHLT|831|0|1221|Q
AHR|173124|280|555726|B,Q,N
AHT|45096|1360|95592|Q,N
AHTpD|50|0|3503|Q
AHTpF|4140|0|8989|Q
AHTpI|400|0|557|Q
AHYB|81|0|340|Q
AI|511028|3908|1244569|B,Q,N
AIA|2189|35|293833|Q,N
AIBD|56|0|82|Q
AIBU|4937|0|7296|Q,N
AIEQ|1272|0|4191|B,Q,N
AIEV|5595|0|12243|Q
AIFD|22572|0|22915|Q,N
AIFF|16779|0|43325|Q,N
AIFU|23431|121|52712|Q,N
AIG|735806|641|2851753|B,Q,N
AIHS|17|0|23|N
AILE|137826|700|274251|B,Q,N
AILEW|580|101|1080|Q
AIM|51937|0|103099|Q,N
AIMD|133728|0|244916|Q,N
AIN|63638|621|103826|B,Q,N
AIO|28450|0|73745|B,Q,N
AIOT|138761|476|349383|B,Q,N
AIP|12908|0|70017|Q,N
AIPI|27004|688|47506|B,Q,N
AIQ|141457|156|223667|Q,N
AIR|41238|425|83326|B,Q,N
AIRE|10095|2509|13571|Q,N
AIRG|6758|2295|13592|Q,N
AIRI|6933|0|34805|Q,N
AIRJ|2290|0|6479|Q,N
AIRL|21|0|21|Q
AIRR|449566|17538|535356|B,Q,N
AIRS|73679|0|248413|B,Q,N
AIRT|1735|0|4428|Q,N
AISP|463875|6670|740356|B,Q,N
AISPW|4397|0|9850|Q
AIT|37799|0|86264|B,Q,N
AITRR|1000|0|2336|Q
AIV|246369|2710|643826|B,Q,N
AIVC|2|0|746|Q
AIVI|30|0|263|Q,N
AIVL|50|0|798|Q
AIXI|16680|6113|34706|Q,N
AIYY|44877|162|81531|B,Q,N
AIZ|63335|10|88296|Q,N
AIZN|540|0|3603|Q
AJAN|278|5|6173|Q
AJG|182955|211|247642|B,Q,N
AJUL|752|0|23638|Q
AJX|67641|17508|100110|B,Q,N
AKA|838|0|1862|Q,N
AKAM|2178002|34984|3288584|B,Q,N
AKAN|36980|35|56110|B,Q,N
AKBA|678118|52179|1683448|B,Q,N
AKO/A|2522|0|4418|Q
AKO/B|1259|0|2438|Q
AKR|350619|0|1504816|Q,N
AKRO|75865|10|416717|B,Q,N
AKTS|2809353|0|6976025|B,Q,N
AKTX|6184|311|13457|Q,N
AKYA|7996|16|25106|Q,N
AL|230788|0|371341|B,Q,N
ALAB|1147619|62501|2283874|B,Q,N
ALAI|17924|0|17942|Q,N
ALAR|55555|0|96326|B,Q,N
ALB|585741|824|827959|B,Q,N
ALBpA|2580|0|4066|Q,N
ALBT|6671|0|43265|Q,N
ALC|159463|135|505625|B,Q,N
ALCE|28779|10674|62201|Q,N
ALCO|1175|0|2601|Q,N
ALDX|57761|0|125053|B,Q,N
ALE|23159|0|69278|Q,N
ALEC|116621|360|288571|B,Q,N
ALEX|20206|0|56644|Q,N
ALF|1800|0|1800|Q
ALG|14426|0|22392|B,Q,N
ALGM|275208|1035|484541|B,Q,N
ALGN|181323|64|347442|B,Q,N
ALGS|33389|11|59899|B,Q,N
ALGT|103672|0|150518|B,Q,N
ALHC|92469|0|361249|B,Q,N
ALIT|892938|14|1815907|B,Q,N
ALK|156634|1749|536625|B,Q,N
ALKS|242921|0|693348|Q,N
ALKT|134596|584|462529|B,Q,N
ALL|284764|389|630156|B,Q,N
ALLE|129693|3|228455|B,Q,N
ALLK|52049|2461|115439|Q,N
ALLO|856671|16572|1195307|B,Q,N
ALLpB|4384|610|9958|Q
ALLpH|11874|0|38487|Q,N
ALLpI|3377|0|10404|Q,N
ALLpJ|8202|0|31856|Q,N
ALLR|62879|0|128548|Q,N
ALLT|14318|0|110320|Q,N
ALLY|526429|367|982073|B,Q,N
ALMS|14811|0|17215|Q,N
ALNT|24738|0|73177|Q,N
ALNY|82667|44|390855|B,Q,N
ALOT|486|0|1011|Q
ALRM|209075|7|314324|B,Q,N
ALRN|5389|32|7700|Q,N
ALRS|9116|0|17221|Q,N
ALSAW|100|0|7786|Q
ALSN|112584|0|157834|B,Q,N
ALT|289566|4881|993380|B,Q,N
ALTG|230645|91|276509|Q,N
ALTGpA|10|0|150|Q
ALTI|11211|0|24523|Q,N
ALTL|472|32|68689|Q,N
ALTM|1841473|3059|6719106|B,Q,N
ALTO|883959|129642|1858012|B,Q,N
ALTR|71910|110|452655|Q,N
ALTS|60930|0|118692|Q,N
ALTY|409|30|2741|Q
ALUR|21714|0|52392|Q,N
ALV|187108|0|253774|Q,N
ALVO|9515|0|23089|Q,N
ALVOW|4|0|4|Q
ALVR|219089|8668|961191|Q,N
ALX|1788|20|4842|B,Q,N
ALXO|163805|1280|478640|B,Q,N
ALZN|27212|0|52000|B,Q,N
AM|971145|702|1442464|B,Q,N
AMAL|24181|0|58177|B,Q,N
AMAT|570696|675|1557004|B,Q,N
AMAX|473|0|632|Q
AMBA|36863|0|123736|B,Q,N
AMBC|64543|0|152776|Q,N
AMBI|5204|0|7683|Q,N
AMBO|7726|4|12353|Q,N
AMBP|181075|604|493226|Q,N
AMC|2995936|135147|7211362|B,Q,N
AMCR|1094958|656|1994292|B,Q,N
AMCX|320360|1592|1051141|B,Q,N
AMD|5163427|33826|13600219|B,Q,N
AMDL|800864|33802|1736687|B,Q,N
AMDS|9186|0|13461|Q
AMDY|311479|419|432572|B,Q,N
AME|149190|1|292757|B,Q,N
AMED|85094|0|200582|Q,N
AMG|25729|0|45577|Q,N
AMGN|273966|528|573873|B,Q,N
AMH|424917|1254|766936|B,Q,N
AMHpG|1727|0|2851|Q
AMHpH|360|0|3030|Q
AMID|4076|0|4694|Q,N
AMIX|27035|395|56175|B,Q,N
AMJB|2253|0|55711|Q,N
AMKR|192638|2748|338826|B,Q,N
AMLI|103273|2282|243284|Q,N
AMLP|490093|225|714873|B,Q,N
AMLX|302528|5168|943581|B,Q,N
AMN|597220|31574|2232069|B,Q,N
AMNA|1|0|1|Q
AMND|1|0|2|Q
AMOM|8353|0|10244|Q,N
AMP|99740|5|148401|B,Q,N
AMPD|53|0|53|N
AMPG|4303|0|11532|Q
AMPH|121552|1036|226859|B,Q,N
AMPL|138186|1917|421291|B,Q,N
AMPS|426715|2849|578640|B,Q,N
AMPX|1403116|53901|3002307|B,Q,N
AMPY|99049|0|143811|Q,N
AMR|45443|0|67589|B,Q,N
AMRC|176230|2513|393680|B,Q,N
AMRK|109461|4959|359898|B,Q,N
AMRN|300132|1618|636827|Q,N
AMRX|246263|18145|558514|Q,N
AMS|726|0|4740|Q
AMSC|956118|7707|2146974|B,Q,N
AMSF|13156|0|24396|Q,N
AMST|4754|0|7192|Q
AMT|328493|565|1978833|B,Q,N
AMTB|20785|0|39047|Q,N
AMTD|8005|5859|19837|B,Q,N
AMTM|166660|1600|457884|B,Q,N
AMTX|296469|2837|527098|B,Q,N
AMWD|6210|0|14061|Q,N
AMWL|17288|266|22946|Q,N
AMX|186527|0|389264|Q,N
AMZA|7556|0|20103|B,Q,N
AMZD|5400|0|14395|Q,N
AMZN|3409531|66009|11306819|B,Q,N
AMZP|395|0|505|Q,N
AMZU|193373|1764|379581|B,Q,N
AMZY|46682|4791|101943|B,Q,N
AMZZ|29502|66|110997|Q,N
AN|70582|0|251380|B,Q,N
ANAB|60823|42|179274|B,Q,N
ANDE|36537|20|66678|Q,N
ANEB|1284|50|3363|Q,N
ANET|1019778|2863|2740768|B,Q,N
ANF|235573|490|416427|B,Q,N
ANGH|2430|25|5866|Q
ANGI|73530|158|103513|Q,N
ANGL|249666|1|347428|Q,N
ANGO|65837|42|125561|Q,N
ANGpA|6380|0|20804|Q
ANGpB|1164|0|3364|Q
ANIK|16390|0|67073|Q,N
ANIP|83259|0|117399|B,Q,N
ANIX|101192|687|257700|B,Q,N
ANL|15898|271|36635|B,Q,N
ANNX|73189|660|237539|Q,N
ANRO|105790|2122|250472|B,Q,N
ANSC|2204|0|13404|Q
ANSCW|110|110|110|Q
ANSS|195581|3|421125|B,Q,N
ANTE|22844|7058|61258|Q,N
ANTX|177826|1035|283814|Q,N
ANVS|46112|447|149183|B,Q,N
ANY|223797|2091|542328|Q,N
AOA|48276|46|80510|Q,N
AOCT|5702|0|8030|Q
AOD|119028|47|196857|B,Q,N
AOHY|3377|0|37554|Q,N
AOK|200295|0|225175|Q
AOM|50487|0|84115|Q,N
AOMN|692|0|2666|Q
AOMR|19394|1716|90952|Q,N
AON|162477|14|270402|B,Q,N
AOR|52129|5871|78991|Q,N
AORT|46362|0|94527|B,Q,N
AOS|122718|267|310926|B,Q,N
AOSL|55314|190|114158|Q,N
AOTG|85|0|188|Q
AOUT|2591|0|12266|Q,N
AP|22780|7559|34437|Q,N
APA|1560832|320709|5027420|B,Q,N
APAM|75614|0|127287|B,Q,N
APCB|16287|0|51855|Q
APCX|46136|36768|85750|Q,N
APCXW|70|0|166|Q
APD|429419|170|681163|B,Q,N
APDN|838208|22879|1527956|Q,N
APEI|11905|0|24554|B,Q,N
APG|85176|200|355677|Q,N
APGE|66993|5991|136102|B,Q,N
APH|830080|305|2139643|B,Q,N
API|1658517|38145|2793600|B,Q,N
APIE|20416|0|46183|Q,N
APLD|1787053|18220|3978574|B,Q,N
APLE|278313|6642|760566|B,Q,N
APLM|393554|55351|703712|B,Q,N
APLS|353611|222|894389|B,Q,N
APLT|285684|105|467117|B,Q,N
APLY|23935|6000|40708|B,Q,N
APM|2361|0|4009|Q,N
APMU|1479|0|15289|Q
APO|343776|1484|1086013|B,Q,N
APOC|5195|0|7981|Q
APOG|32947|0|46664|B,Q,N
APOpA|589|0|20888|B,Q
APOS|5209|131|7926|Q,N
APP|3678512|9500|6198363|B,Q,N
APPF|15605|17|110358|Q,N
APPN|40889|91|138148|Q,N
APPS|5414042|389152|10563720|B,Q,N
APRD|22|0|129|Q
APRE|5470|240|23509|Q,N
APRH|403|0|1158|Q
APRW|266|0|1572|Q
APRZ|960|0|1165|Q
APT|3073|0|12735|Q,N
APTO|34841|0|72708|Q,N
APTV|804272|525|1487525|B,Q,N
APUE|23576|0|69850|Q
APVO|594403|23062|1532482|Q,N
APWC|1820|0|5165|Q,N
APYX|78999|550|281727|B,Q,N
AQB|3984|8|10747|Q,N
AQMS|41264|619|75721|Q,N
AQN|1278783|3110|1956441|B,Q,N
AQNB|8375|0|30602|Q
AQST|232262|3318|681956|B,Q,N
AQWA|179|0|982|Q,N
AR|488753|12|1123735|B,Q,N
ARAY|119972|13597|265615|Q,N
ARB|94386|0|96316|Q,N
ARBB|768881|90711|1688429|Q,N
ARBE|11869|919|41185|Q,N
ARBEW|1170|530|2206|Q,N
ARBK|331739|27030|695619|Q,N
ARBKL|5716|21|13492|B,Q,N
ARC|7902|105|19575|Q,N
ARCB|67118|0|110535|Q,N
ARCC|878749|2941|1454629|B,Q,N
ARCH|139019|65|226620|B,Q,N
ARCM|7|0|351|Q,N
ARCO|240278|697|544280|B,Q,N
ARCT|78906|609|122213|B,Q,N
ARDC|21667|0|42713|Q
ARDT|51336|246|152023|B,Q,N
ARDX|2559162|231989|9071194|B,Q,N
ARE|116970|262|277585|B,Q,N
AREB|83249|731|185560|B,Q,N
AREBW|519|0|1319|Q
AREC|51682|0|103516|B,Q,N
AREN|6240|0|11023|Q,N
ARES|283006|0|415646|B,Q,N
ARESpB|37047|0|40026|Q
ARGD|692|0|3084|Q
ARGOpA|1094|0|2819|Q,N
ARGT|85194|4051|120769|B,Q,N
ARGX|16676|0|76042|B,Q,N
ARHS|299108|699|472842|B,Q,N
ARI|138535|88|279863|Q,N
ARIS|117167|10|247745|B,Q,N
ARKA|263|0|776|Q,N
ARKB|158368|738|449598|B,Q,N
ARKC|12|0|42|Q
ARKD|167|0|524|Q
ARKF|232049|456|340071|B,Q,N
ARKG|327821|4910|662889|B,Q,N
ARKK|1734961|10592|2620932|B,Q,N
ARKO|29956|0|71980|Q,N
ARKQ|20074|65|70620|B,Q,N
ARKR|210|0|618|Q
ARKW|23812|820|67541|B,Q,N
ARKX|10036|176|43188|Q,N
ARKY|215|0|281|Q
ARKZ|227|100|676|Q,N
ARL|529|0|8546|Q
ARLO|512883|43522|1565011|B,Q,N
ARLP|102492|1101|247531|Q,N
ARLU|963|0|1086|Q
ARM|1548142|6725|2999879|B,Q,N
ARMK|250866|527|1461884|B,Q,N
ARMN|86684|67|116556|B,Q,N
ARMP|891|0|1293|B,Q
AROC|160623|351|345191|Q,N
AROW|8206|0|14567|Q
ARP|1744|0|1744|Q
ARQ|32028|0|160968|B,Q,N
ARQQ|116219|989|221100|B,Q,N
ARQQW|109|0|1207|Q
ARQT|485091|4616|1955496|B,Q,N
ARR|561417|6127|1022688|B,Q,N
ARRpC|140|0|2688|Q
ARRY|2973892|52297|8884572|B,Q,N
ARTL|14928|0|27424|B,Q,N
ARTNA|1907|0|5844|Q
ARTV|8261|28|10941|Q,N
ARTW|294|0|2022|Q
ARTY|27872|0|57115|B,Q,N
ARVN|78130|0|154464|B,Q,N
ARW|73577|0|156855|B,Q,N
ARWR|217397|319|384498|Q,N
AS|344486|1370|608884|B,Q,N
ASA|5169|0|29947|Q,N
ASAI|68185|121|112033|B,Q,N
ASAN|241952|1722|397473|B,Q,N
ASB|152313|1503|328146|B,Q,N
ASBA|1502|0|14740|Q
ASBpF|144|0|790|Q
ASC|248954|6626|1005521|B,Q,N
ASEA|11376|0|12582|B,Q
ASET|660|0|979|Q
ASG|79220|0|140251|Q,N
ASGI|23450|0|80875|Q,N
ASGN|18721|0|82812|B,Q,N
ASH|75035|42|191519|Q,N
ASHR|2481349|1058|7346029|B,Q,N
ASHS|528|0|15693|Q
ASIA|704|0|1589|Q,N
ASIX|9542|0|28622|B,Q,N
ASLE|59930|19|205374|B,Q,N
ASM|179538|0|732654|B,Q,N
ASMB|2021|17|4530|Q,N
ASMF|3566|0|3567|Q
ASML|347225|1687|734410|B,Q,N
ASND|73093|0|155409|B,Q,N
ASNS|43535|0|67425|Q,N
ASO|423765|0|545586|B,Q,N
ASPCU|32247|0|254601|Q
ASPI|1041617|17312|1844181|B,Q,N
ASPN|595294|8700|1808192|B,Q,N
ASPS|29059|16276|173355|B,Q,N
ASR|7958|0|17256|Q
ASRT|1144238|80809|2954113|B,Q,N
ASRV|671|0|889|Q,N
ASST|55311|0|96928|B,Q,N
ASTC|1247|0|1712|Q
ASTE|37654|0|68619|Q,N
ASTH|113188|3043|286397|B,Q,N
ASTI|6196|21|14347|Q,N
ASTL|144042|219|399440|B,Q,N
ASTLW|5312|0|8032|Q
ASTS|1678748|149404|3830985|B,Q,N
ASUR|20132|0|42063|Q,N
ASX|985601|653|1688896|B,Q,N
ASYS|12111|4797|14825|Q,N
ATAI|857614|25936|1614575|B,Q,N
ATAT|70444|11|266856|B,Q,N
ATCH|1306617|201791|2775329|Q,N
ATCOL|1331|0|2371|Q
ATCOpD|253|0|770|Q
ATCOpH|168|0|3310|Q
ATEC|408445|1449|1342891|B,Q,N
ATEK|1|0|8|Q
ATEN|124725|1|272128|B,Q,N
ATER|17015|3450|27704|Q,N
ATEX|14413|0|28432|Q,N
ATFV|1339|0|1341|Q
ATGE|81082|0|209686|B,Q,N
ATGL|5496|1726|8546|B,Q
ATHA|447818|29019|1001661|Q,N
ATHE|936|0|7524|Q
ATHM|90850|0|131785|Q,N
ATHpA|2035|0|12381|Q,N
ATHpB|2772|0|5475|Q
ATHpC|1566|0|15562|Q
ATHpD|3238|0|12282|Q
ATHpE|21746|0|35906|Q
ATHS|9051|0|13349|Q
ATI|155370|0|435928|B,Q,N
ATIP|25184|1853|43164|Q,N
ATKR|232510|81|382171|B,Q,N
ATLC|4063|200|15349|B,Q,N
ATLCL|197|0|333|Q
ATLCP|1656|0|2125|Q,N
ATLCZ|2988|0|4128|Q
ATLO|1338|0|4152|Q,N
ATLX|12595|374|37257|B,Q,N
ATMC|1|0|3|Q
ATMP|2220|0|4717|Q
ATMU|135478|333|584563|B,Q,N
ATNF|26690|201|76850|Q,N
ATNFW|14897|780|38923|Q
ATNI|8371|0|30756|B,Q,N
ATNM|40883|134|110221|B,Q,N
ATO|108095|53|227383|B,Q,N
ATOM|151869|2170|302051|B,Q,N
ATOS|164391|5048|301077|Q,N
ATPC|3063|0|11604|Q,N
ATR|39773|0|67280|B,Q,N
ATRA|41888|228|80065|B,Q,N
ATRC|48722|305|128832|Q,N
ATRO|12163|473|87830|Q,N
ATS|39408|0|53418|B,Q,N
ATSG|281256|29|1665196|Q,N
ATUS|612415|3231|1689500|B,Q,N
ATXG|9675|2020|16071|Q
ATXI|8618|0|24049|Q
ATXS|14302|127|32859|B,Q,N
ATYR|95608|1961|420315|Q,N
AU|304914|2194|636898|B,Q,N
AUB|92789|0|166362|B,Q,N
AUBN|270|0|1413|Q
AUBpA|4469|486|9309|Q,N
AUDC|13277|114|34489|Q,N
AUGM|3186|0|7634|Q
AUGT|13383|0|17655|Q
AUGW|17165|0|50880|Q
AUID|2032|25|13494|Q
AUMI|104|0|878|Q
AUMN|38412|0|80067|Q,N
AUNA|3669|14|5665|Q,N
AUPH|343799|1699|812030|B,Q,N
AUR|1703762|448291|2797336|B,Q,N
AURA|11440|0|29931|Q,N
AUROW|676|75|2626|Q
AUSF|14751|0|24056|Q,N
AUST|76034|1883|153591|Q,N
AUTL|808913|46728|1960546|B,Q,N
AUUD|15187|0|22366|Q,N
AUUDW|100|0|400|Q
AVA|61261|0|108540|Q,N
AVAH|62197|0|264319|B,Q,N
AVAL|9333|100|38497|Q,N
AVAV|70800|92|115084|B,Q,N
AVB|119137|563|256874|B,Q,N
AVBP|30703|75|63856|B,Q,N
AVD|57398|0|239387|B,Q,N
AVDE|75482|0|196007|Q,N
AVDL|215431|5000|398237|Q,N
AVDS|9|0|318|Q
AVDV|113431|0|211542|B,Q,N
AVDX|346210|400|1012937|B,Q,N
AVEE|699|0|758|Q
AVEM|180433|0|221764|B,Q,N
AVES|8784|0|20499|Q,N
AVGE|5837|10|13926|Q,N
AVGO|2342810|8969|4449772|B,Q,N
AVGR|17558|1|102115|Q,N
AVGV|783|0|4698|Q,N
AVGX|11916|0|39880|Q
AVIE|5|0|5|Q
AVIG|32298|0|85038|Q
AVIR|19595|295|54362|Q,N
AVIV|3826|0|18606|Q
AVK|32277|0|79585|Q,N
AVL|1560|0|4816|B,Q
AVLC|15144|0|16480|Q
AVLV|97848|114|269027|Q,N
AVMA|108|0|120|Q
AVMC|2311|0|2851|Q
AVMU|5060|0|7448|Q
AVMV|1286|0|3012|Q
AVNM|904|0|1386|Q,N
AVNS|41546|0|76097|Q,N
AVNT|90527|434|163524|B,Q,N
AVNV|241|0|896|Q
AVNW|67595|51|188033|B,Q,N
AVO|19890|0|63920|B,Q,N
AVPT|383219|5315|1143318|B,Q,N
AVPTW|2397|0|11805|Q
AVRE|4343|0|17388|Q
AVS|4|0|4|Q
AVSC|15243|0|27852|Q,N
AVSD|574|0|1141|Q
AVSE|284|0|445|Q,N
AVSF|32952|0|43275|Q,N
AVSU|3104|0|6301|B,Q
AVT|144030|800|208020|Q,N
AVTE|16718|0|61402|Q,N
AVTR|839274|2252|2181534|B,Q,N
AVTX|1380|0|3350|Q
AVUS|137358|0|172928|B,Q,N
AVUV|908564|35|1000789|B,Q,N
AVXC|2819|0|6864|Q
AVXL|1133921|9467|1530883|B,Q,N
