Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume
ACSI|2|0|69|Q
ACT|52160|0|142815|Q,N
ACTG|68551|0|144754|B,Q,N
ACTU|5567|0|10519|Q,N
ACTV|325|0|976|Q
ACU|1379|0|3241|Q,N
ACV|10139|0|19414|Q,N
ACVA|94745|0|278602|Q,N
ACVF|9249|0|12044|Q,N
ACWI|433404|10|881199|B,Q,N
ACWV|12868|0|74543|Q,N
ACWX|50275|0|138849|Q,N
ACXP|5823|0|14449|Q,N
ADAG|2921|16|8452|Q,N
ADAP|83407|8072|261857|Q,N
ADBE|129851|3381|583502|B,Q,N
ADC|87476|198|252582|B,Q,N
ADCpA|539|0|5524|Q,N
ADCT|41906|21|85819|Q,N
ADD|164169|510|265049|B,Q,N
ADEA|31909|0|72233|Q,N
ADFI|2538|0|12669|Q
ADGM|4754|0|6873|Q,N
ADI|611458|2923|1412472|B,Q,N
ADIL|10487|0|19328|Q
ADIV|178|0|333|Q
ADM|2076296|125277|3822865|B,Q,N
ADMA|419792|332|817522|B,Q,N
ADME|2518|0|11452|Q
ADN|320621|2851|669804|B,Q,N
ADNT|191933|378|327756|B,Q,N
ADNWW|30748|0|76230|Q
ADP|149649|10|275718|B,Q,N
ADPT|85982|465|189067|Q,N
ADPV|4239|0|4747|Q
ADSE|8228|0|10532|Q,N
ADSEW|600|0|1565|Q
ADSK|137356|0|307570|B,Q,N
ADT|1085213|164|2740626|B,Q,N
ADTN|30332|75|219576|Q,N
ADTX|166116|0|401051|Q,N
ADUS|32883|624|82144|B,Q,N
ADV|50513|0|118202|Q,N
ADVM|14548|74|45141|Q,N
ADX|44571|200|127371|B,Q,N
ADXN|22842|766|62809|Q
AE|227|0|858|Q,N
AEE|293321|0|471465|B,Q,N
AEF|9643|0|75020|Q,N
AEFC|6147|1000|10848|Q,N
AEG|450266|3397|897895|B,Q,N
AEHL|892266|58842|1654367|B,Q,N
AEHR|217005|4628|382356|B,Q,N
AEI|2273|20|9690|Q
AEIS|23525|15|58216|B,Q,N
AEM|304653|262|508797|B,Q,N
AEMD|46135|127|63983|Q
AENT|14354|0|44235|Q,N
AENTW|12389|107|14132|Q,N
AEO|770713|4732|2013216|B,Q,N
AEON|21183|0|31392|Q,N
AEP|985789|157|1636966|B,Q,N
AER|134336|2|340441|B,Q,N
AERT|1005|0|4567|Q
AES|2050989|7447|4996179|B,Q,N
AESI|196924|251|267450|B,Q,N
AESR|3931|0|15024|Q
AETH|1010|0|2922|Q,N
AEVA|50036|1453|123155|B,Q,N
AEVA/WS|600|0|1683|Q
AEYE|21453|763|33373|B,Q,N
AFB|2494|200|25785|Q
AFBI|1612|0|5673|Q,N
AFCG|18876|129|68621|Q,N
AFG|43102|1|74298|B,Q,N
AFGB|301|0|1744|Q
AFGC|1555|0|4081|Q,N
AFGD|1121|0|1756|Q,N
AFGE|2859|0|15634|Q
AFIF|61|9|71572|Q
AFK|2203|0|13797|Q
AFL|320096|131|669904|B,Q,N
AFLG|7708|0|7978|Q,N
AFMC|380|0|532|Q
AFMD|43502|53|114407|B,Q,N
AFRI|226|0|745|Q
AFRM|1749437|26036|3592709|B,Q,N
AFSM|47758|0|47947|Q
AFYA|17660|0|29236|Q,N
AG|1322340|7584|3966825|B,Q,N
AGAE|8063|0|12867|Q,N
AGCO|551041|5611|853848|B,Q,N
AGD|11104|0|67302|Q
AGEN|79840|5308|268502|Q,N
AGFY|2667897|29047|4964278|B,Q,N
AGG|1587932|972|2805541|B,Q,N
AGGH|19450|0|35826|Q,N
AGGY|24927|0|35770|B,Q,N
AGI|224372|0|495851|Q,N
AGIO|229526|0|495173|B,Q,N
AGIX|821|0|860|Q,N
AGL|483532|14632|1246208|B,Q,N
AGM|10368|0|17267|B,Q,N
AGM/A|202|0|331|Q
AGMH|7315|0|20708|Q
AGMI|30|0|343|Q
AGMpD|325|0|1415|Q
AGMpE|881|0|2632|Q
AGMpF|315|0|2446|Q
AGMpG|1081|0|3511|Q,N
AGNC|4442904|40518|9355776|B,Q,N
AGNCL|219|0|3049|Q
AGNCM|3157|0|3760|Q,N
AGNCN|3897|0|6144|Q
AGNCO|10003|0|28190|Q
AGNCP|3397|0|10107|Q,N
AGNG|2346|1511|7475|Q
AGO|17915|11|40046|B,Q,N
AGOX|3766|0|7937|Q
AGQ|301570|10490|490119|B,Q,N
AGQI|1502|0|2643|Q
AGR|34328|0|85915|Q,N
AGRH|30|0|38|Q
AGRI|4526321|81411|8508768|B,Q,N
AGRO|71184|0|125420|B,Q,N
AGS|4119|0|34211|Q,N
AGX|58796|105|125900|B,Q,N
AGYS|33706|0|79075|B,Q,N
AGZ|3203|1|10261|Q,N
AGZD|435831|0|482306|Q
AHCO|676037|24307|1245205|B,Q,N
AHG|3857|3856|4415|Q,N
AHH|45024|0|170055|Q,N
AHHpA|150|0|1687|Q
AHLpC|2306|0|7432|Q
AHLpD|4276|0|13089|Q,N
AHLpE|1832|0|5927|Q
AHLT|202|0|978|Q
AHR|136081|0|374644|B,Q,N
AHT|8372|233|14241|B,Q,N
AHTpD|81|0|293|Q
AHTpH|1025|0|1025|Q
AHYB|996|0|1601|Q
AI|775293|8857|1576156|B,Q,N
AIA|1763|0|31619|Q
AIBD|20|0|21|Q,N
AIBU|1200|0|1697|Q,N
AIEQ|1318|0|3409|Q
AIEV|183048|2233|345920|Q,N
AIFD|217|0|909|Q
AIFF|10923|83|19897|Q,N
AIFU|12239|0|38488|Q,N
AIG|997692|309|2774887|B,Q,N
AILE|104604|2670|231313|Q,N
AIM|2151|0|28846|Q,N
AIMD|14884|275|19580|Q,N
AIN|33679|182|71577|B,Q,N
AIO|21262|0|44029|Q,N
AIOT|166165|400|254307|B,Q,N
AIP|38272|156|97704|Q,N
AIPI|25250|95|33146|B,Q,N
AIQ|148577|59|190702|B,Q,N
AIR|19718|0|91116|B,Q,N
AIRE|15450|245|33090|Q,N
AIRG|7010|65|23988|B,Q,N
AIRI|16907|0|44158|Q,N
AIRJ|1469|0|12482|Q,N
AIRJW|92|0|102|Q
AIRR|124027|0|175592|B,Q,N
AIRS|13537|618|25460|Q,N
AIRT|1484|0|4404|Q
AIRTP|500|0|1260|Q
AISP|100791|5926|196920|B,Q,N
AISPW|3372|0|14214|Q
AIT|15525|0|26240|B,Q,N
AITR|100|0|80837|Q
AITRU|100|0|120|Q
AIV|35527|0|228548|Q,N
AIVC|141|0|9383|Q
AIVI|120|0|925|Q
AIVL|4|0|908|Q
AIXI|32441|614|55653|B,Q,N
AIYY|11802|35|44376|Q,N
AIZ|57462|11|121110|B,Q,N
AIZN|877|0|1919|Q
AJAN|111|0|434|Q
AJG|115441|40|224810|B,Q,N
AJUL|2614|0|5801|Q
AJX|31395|6361|39351|B,Q,N
AKA|115|0|345|Q
AKAM|809505|551|1164979|B,Q,N
AKAN|23932|0|50904|Q,N
AKBA|315147|30294|1272688|B,Q,N
AKO/A|12|0|83|Q
AKO/B|954|0|1320|Q
AKR|551583|0|698159|Q,N
AKRO|70623|0|188864|Q,N
AKTS|1845801|72554|5920609|B,Q,N
AKTX|8104|2742|21292|Q,N
AKYA|21219|102|77057|Q,N
AL|69659|0|153920|B,Q,N
ALAB|4730050|33173|12698290|B,Q,N
ALAI|351|0|14662|Q
ALAR|47278|1998|85920|B,Q,N
ALB|318242|66|497356|B,Q,N
ALBpA|4429|0|8196|Q,N
ALBT|3651531|583549|6362932|B,Q,N
ALC|73492|362|159836|Q,N
ALCE|80019|95|251352|B,Q,N
ALCO|3095|0|12171|Q,N
ALDFU|3000|0|3014|Q
ALDX|67511|1926|150340|Q,N
ALE|16342|64|44071|B,Q,N
ALEC|154322|0|248270|Q,N
ALEX|13222|0|48596|Q,N
ALG|14240|0|36366|B,Q,N
ALGM|360272|20|687651|B,Q,N
ALGN|132125|254|265199|B,Q,N
ALGS|23614|3272|35673|B,Q,N
ALGT|115073|88|166644|B,Q,N
ALHC|163353|585|324814|B,Q,N
ALIT|519365|5326|1272256|B,Q,N
ALK|195711|1371|505001|B,Q,N
ALKS|522596|310|894821|B,Q,N
ALKT|105262|0|178480|B,Q,N
ALL|110069|19|372481|B,Q,N
ALLE|71555|8|167584|Q,N
ALLK|396991|8096|649607|Q,N
ALLO|649958|19263|854770|Q,N
ALLpB|3495|0|7015|Q
ALLpH|5073|328|37231|Q,N
ALLpI|11620|0|22444|Q
ALLpJ|6741|0|10448|Q,N
ALLR|55315|0|94926|B,Q,N
ALLT|43811|67|92455|Q,N
ALLY|231976|932|824212|B,Q,N
ALMS|2822|44|5064|Q,N
ALNT|7787|0|34187|Q,N
ALNY|131662|20|484337|B,Q,N
ALOT|957|0|2325|Q,N
ALRM|91641|0|143443|B,Q,N
ALRN|20800|1500|39647|Q,N
ALRS|10977|137|16654|Q,N
ALSN|115268|0|194075|B,Q,N
ALT|322112|4457|823104|B,Q,N
ALTG|59771|200|208756|B,Q,N
ALTGpA|20|0|69|Q
ALTI|29166|0|38805|Q,N
ALTL|484|0|12315|Q
ALTM|937273|503|2703479|B,Q,N
ALTO|94482|747|329967|B,Q,N
ALTR|1236911|981|1693274|B,Q,N
ALTS|21877|100|51533|Q,N
ALTY|1197|0|4676|Q,N
ALUR|31076|0|39898|Q,N
ALV|210547|0|303708|B,Q,N
ALVO|1680|0|30258|Q,N
ALVOW|100|0|100|Q
ALVR|16024|3816|385413|Q,N
ALX|1489|0|3095|Q,N
ALXO|90297|0|270689|Q,N
ALZN|22228|0|41408|Q,N
AM|677286|5771|1015357|B,Q,N
AMAL|13247|0|47980|B,Q,N
AMAT|409026|1209|1108360|B,Q,N
AMAX|5722|0|5738|Q
AMBA|23660|36|98738|B,Q,N
AMBC|39144|0|124781|Q,N
AMBI|282|16|522|Q,N
AMBO|355|3|1617|Q,N
AMBP|122706|59|702332|B,Q,N
AMC|1090981|45311|3015340|B,Q,N
AMCR|1670661|1823|3421001|B,Q,N
AMCX|47730|122|216664|B,Q,N
AMD|5309694|62589|12753571|B,Q,N
AMDL|608928|22497|1049807|B,Q,N
AMDS|767|0|3120|Q,N
AMDY|33676|623|107040|B,Q,N
AME|124715|63|602328|B,Q,N
AMED|18848|0|78005|B,Q,N
AMG|64231|1051|114578|B,Q,N
AMGN|196470|102|476469|B,Q,N
AMH|184601|6895|667057|Q,N
AMHpH|448|0|3429|Q
AMID|7210|0|7425|B,Q
AMIX|11934|0|31623|B,Q,N
AMJB|2251|0|7303|Q
AMKR|183128|98|416412|B,Q,N
AMLI|79344|5604|185392|Q,N
AMLP|488212|710|611081|B,Q,N
AMLX|101274|9615|310179|Q,N
AMN|112447|0|259356|B,Q,N
AMNA|705|0|1147|Q
AMND|2|0|2|N
AMOM|2340|0|3766|Q,N
AMP|47259|0|97066|B,Q,N
AMPD|10|0|35|Q
AMPG|2566|0|12107|Q
AMPGW|1000|0|4215|Q
AMPH|29542|0|68981|B,Q,N
AMPL|42314|0|65109|B,Q,N
AMPS|172998|0|337049|B,Q,N
AMPX|637841|180174|873536|B,Q,N
AMPX/WS|1000|0|2200|Q
AMPY|24929|0|59638|Q,N
AMR|59689|0|89361|B,Q,N
AMRC|44414|0|107301|B,Q,N
AMRK|39023|49|61927|B,Q,N
AMRN|102394|287|499184|Q,N
AMRX|192740|149|338787|B,Q,N
AMS|3534|7|6559|Q
AMSC|233836|449|428400|B,Q,N
AMSF|13279|0|52989|B,Q,N
AMST|8627|0|9582|Q,N
AMT|178202|513|525217|B,Q,N
AMTB|13447|0|29413|Q,N
AMTD|4315|226|8240|Q,N
AMTM|123760|63|295945|B,Q,N
AMTX|146140|1291|333023|B,Q,N
AMWD|4096|0|15194|B,Q,N
AMWL|45101|31807|53012|B,Q,N
AMX|139533|0|244852|Q,N
AMZA|5603|248|19955|Q,N
AMZD|30885|0|83559|Q,N
AMZN|3877010|82275|13004654|B,Q,N
AMZP|367|0|1002|B,Q
AMZU|112266|975|258883|B,Q,N
AMZY|34441|4333|88042|Q,N
AMZZ|44480|738|81379|B,Q,N
AN|55444|0|108747|B,Q,N
ANAB|83371|1407|164864|B,Q,N
ANDE|75969|31|115435|B,Q,N
ANEB|1807|0|4191|Q
ANET|225275|2728|490271|B,Q,N
ANEW|1|0|1|Q
ANF|258169|2416|398933|B,Q,N
ANGH|592|0|2540|Q
ANGI|30045|0|69734|Q,N
ANGL|120663|39|256421|B,Q,N
ANGO|53313|24|157208|Q,N
ANGpA|2058|0|129220|Q,N
ANGpB|3470|0|6330|Q
ANIK|17467|0|61178|B,Q,N
ANIP|34828|0|46846|B,Q,N
ANIX|3619|0|14760|Q,N
ANL|4875|40|17363|B,Q,N
ANNX|121735|0|4093525|Q,N
ANRO|92708|1979|202136|Q,N
ANSC|500|0|250565|Q
ANSS|38469|0|216968|B,Q,N
ANTE|809|9|52962|Q,N
ANTX|44478|0|76551|Q,N
ANVS|50453|28564|100091|B,Q,N
ANY|199984|900|337585|B,Q,N
AOA|16860|0|31101|Q,N
AOCT|23462|0|39016|B,Q
AOD|68398|0|144783|Q,N
AOHY|3181|0|35971|Q,N
AOK|21157|0|49877|B,Q,N
AOM|67130|0|94294|B,Q,N
AOMN|1489|0|5014|Q
AOMR|15457|194|47381|B,Q,N
AON|154866|5|208943|B,Q,N
AOR|69773|28138|95105|Q,N
AORT|44445|0|60492|B,Q,N
AOS|83155|0|224190|Q,N
AOSL|146474|24818|400924|B,Q,N
AOTG|64|0|82|Q
AOUT|6327|0|11392|Q,N
AP|5791|263|9634|Q,N
APA|904516|2398|1779570|B,Q,N
APAM|59666|0|107090|B,Q,N
APCB|30183|0|36228|Q
APCX|29218|957|53237|Q,N
APCXW|6797|7|13712|Q
APD|229813|189|416992|B,Q,N
APDN|518907|37000|1291929|Q,N
APEI|12457|0|27941|B,Q,N
APG|80467|12|713472|B,Q,N
APGE|43465|0|167197|B,Q,N
APH|730408|541|2162828|B,Q,N
API|487662|15454|847027|B,Q,N
APIE|30888|0|39554|Q,N
APLD|2783703|27147|5285418|B,Q,N
APLE|347708|0|657664|B,Q,N
APLM|69224|72|114102|Q,N
APLS|1611586|28159|4277273|B,Q,N
APLT|655290|1598|1280789|B,Q,N
APLY|8720|2556|20624|B,Q,N
APM|3428|0|10481|Q,N
APMU|634|0|7956|Q
APO|742381|799|1914311|B,Q,N
APOC|28435|0|119125|Q,N
APOG|32977|6|47896|B,Q,N
APOpA|730|0|89312|Q
APOS|8512|981|14867|Q,N
APP|801636|1939|1563485|B,Q,N
APPF|18825|11|91747|B,Q,N
APPN|119991|15|295772|B,Q,N
APPS|398763|1592|765064|B,Q,N
APRD|4|0|12|Q
APRE|8119|0|8396|Q
APRH|310|0|915|Q
APRJ|515|0|684|Q
APRT|179|0|1359|Q
APRW|222|0|3540|Q
APRZ|378|0|486|Q
APT|3829|0|10747|Q,N
APTO|6264|0|14315|Q,N
APTV|748068|1404|2260890|B,Q,N
APUE|49514|0|72934|Q
APVO|204481|34411|546057|Q,N
APWC|1898|509|8759|Q,N
APYX|7889|0|21633|Q
AQB|4713|0|8599|Q,N
AQMS|51261|7282|96693|Q,N
AQN|906629|526|1585619|Q,N
AQNB|3344|0|8833|Q,N
AQST|837400|23190|1522296|B,Q,N
AQWA|173|0|612|Q,N
AR|638620|4006|1023025|B,Q,N
ARAY|122626|0|319887|B,Q,N
ARB|3379|0|4996|Q,N
ARBB|42111|0|140385|Q,N
ARBE|8830|14|19396|Q,N
ARBK|63582|19385|184086|Q,N
ARBKL|1558|0|1677|Q
ARC|7160|0|43977|Q,N
ARCB|31735|0|62315|B,Q,N
ARCC|615524|539|1219683|B,Q,N
ARCH|136330|9|217144|B,Q,N
ARCM|25|0|38|Q,N
ARCO|127626|65|274710|B,Q,N
ARCT|82949|100|110611|B,Q,N
ARDC|9486|0|22848|Q
ARDT|34050|1|69930|Q,N
ARDX|705219|2092|1650464|B,Q,N
ARE|112512|310|329241|B,Q,N
AREB|81117|1901|150560|Q,N
AREC|94651|0|212233|Q,N
AREN|4706|3000|9423|Q,N
ARES|279214|2141|394555|B,Q,N
ARESpB|16226|0|17207|Q
ARGD|5178|0|12310|Q
ARGOpA|1101|0|4218|Q
ARGT|19426|52|40625|B,Q,N
ARGX|44890|0|104546|B,Q,N
ARHS|312821|166|573124|B,Q,N
ARI|284905|201|475688|Q,N
ARIS|232179|2910|775100|B,Q,N
ARKA|55|0|528|Q
ARKB|170346|112|337225|B,Q,N
ARKC|6|0|9|Q
ARKD|170|0|310|Q
ARKF|36159|627|110777|B,Q,N
ARKG|741371|52701|1126373|B,Q,N
ARKK|934095|23101|1438672|B,Q,N
ARKO|42266|0|60047|Q,N
ARKQ|2029|60|19927|B,Q
ARKR|8|0|145|Q
ARKW|14359|701|168642|B,Q,N
ARKX|7516|1027|47630|Q,N
ARKY|91|0|95|Q
ARL|550|100|2724|Q
ARLO|136652|400|431891|Q,N
ARLP|188505|0|266768|Q,N
ARLU|1170|0|1229|Q
ARM|772410|3897|1642778|B,Q,N
ARMK|238389|549|608848|Q,N
ARMN|59712|0|99143|Q,N
ARMP|2918|0|5390|Q
AROC|131948|0|315840|B,Q,N
AROW|3234|1296|9951|Q
ARP|270|0|270|Q
ARQ|6814|0|79505|B,Q,N
ARQQ|34711|319|56785|B,Q,N
ARQT|523563|2635|1140298|B,Q,N
ARR|416981|5089|756702|B,Q,N
ARRpC|1271|0|3367|B,Q,N
ARRY|1030339|6298|2842260|B,Q,N
ARTL|20336|0|33637|B,Q,N
ARTNA|5809|14|23100|Q,N
ARTV|3371|12|5513|Q,N
ARTW|1362|0|2643|Q
ARTY|4979|0|39306|B,Q,N
ARVN|63441|0|102452|B,Q,N
ARW|71958|0|155365|B,Q,N
ARWR|126558|264|246051|Q,N
AS|162383|1657|508955|B,Q,N
ASA|3339|0|15602|Q,N
ASAI|96926|6219|142060|Q,N
ASAN|489437|3535|852124|B,Q,N
ASB|205261|59|263452|Q,N
ASBA|5320|0|15051|Q
ASBpE|220|200|841|Q
ASBpF|200|0|779|Q
ASC|81282|1019|315140|Q,N
ASEA|3065|0|5928|Q,N
ASET|683|0|716|Q
ASG|31835|0|89436|Q,N
ASGI|23691|0|88248|Q
ASGN|21550|0|47084|Q,N
ASH|80530|0|106247|B,Q,N
ASHR|1526123|2317|3196286|B,Q,N
ASHS|504|0|16060|Q
ASIA|1877|0|9690|Q
ASIX|35856|0|60503|B,Q,N
ASLE|42476|0|107272|B,Q,N
ASM|167901|0|717917|B,Q,N
ASMB|2503|0|13702|B,Q
ASMF|371|0|935|Q
ASML|191263|1458|544286|B,Q,N
ASND|58104|158|116048|B,Q,N
ASNS|13557|904|22285|Q,N
ASO|367290|0|523283|B,Q,N
ASPI|948435|94954|1657201|B,Q,N
ASPN|432932|2763|763733|B,Q,N
ASPS|18268|0|56069|Q,N
ASR|5377|0|8615|B,Q,N
ASRT|210359|8261|368575|Q,N
ASRV|3235|0|9522|Q,N
ASST|31239|6|38502|B,Q,N
ASTC|3725|0|8000|Q
ASTE|25987|30|93613|Q,N
ASTH|23483|0|38809|Q,N
ASTI|7870|0|16886|Q,N
ASTL|66559|0|179259|Q,N
ASTLW|3000|0|4702|Q
ASTS|1574707|15104|3431793|B,Q,N
ASUR|21198|381|26642|B,Q,N
ASX|750719|5017|2144789|B,Q,N
ASYS|6473|0|10972|Q,N
ATAI|105590|2813|345417|Q,N
ATAT|56278|1|242876|B,Q,N
ATCH|22790|0|89726|Q,N
ATCOL|812|0|2852|Q
ATCOpD|991|0|2296|Q,N
ATCOpH|2280|0|3620|Q
ATEC|276109|8876|994353|B,Q,N
ATEK|7|0|1809|Q
ATEN|28936|1|80296|Q,N
ATER|3748|183|11281|Q,N
ATEX|9546|0|46606|B,Q,N
ATFV|1647|0|1753|Q
ATGE|32197|0|112723|B,Q,N
ATGL|14628|831|40872|Q,N
ATHA|3907202|57590|8918069|B,Q,N
ATHE|1595|0|2773|Q
ATHM|56635|0|102021|B,Q,N
ATHpA|9487|917|12647|Q,N
ATHpB|6848|391|18656|Q
ATHpC|7202|0|21525|Q,N
ATHpD|12778|0|86977|Q
ATHpE|2881|0|12129|Q
ATHS|14249|0|84826|Q
ATI|387341|0|1123523|B,Q,N
ATIF|1125|0|3526|Q,N
ATIP|54076|4430|153989|B,Q,N
ATKR|56750|0|108174|B,Q,N
ATLC|1274|0|3017|Q
ATLCL|1325|0|2252|Q
ATLCP|606|0|1006|Q
ATLCZ|6336|0|13464|Q
ATLO|2216|0|4055|Q,N
ATLX|15054|91|42124|Q,N
ATMC|1|0|1|Q
ATMP|650|0|1245|Q
ATMU|69168|15|338932|B,Q,N
ATNF|115913|0|231076|B,Q,N
ATNFW|23696|5876|37769|Q
ATNI|7021|124|22203|B,Q,N
ATNM|64081|458|146358|B,Q,N
ATO|155924|14|295973|B,Q,N
ATOM|68591|474|197769|Q,N
ATOS|31476|0|154682|Q,N
ATPC|6185|31|23189|Q
ATR|44267|0|74367|B,Q,N
ATRA|36793|2383|92506|B,Q,N
ATRC|120941|1765|338402|Q,N
ATRO|33554|0|103176|Q,N
ATS|7004|0|9604|B,Q,N
ATSG|1102248|46|1846937|B,Q,N
ATUS|253633|12496|3219802|B,Q,N
ATXG|66|57|1737|Q,N
ATXI|3030|0|15542|Q,N
ATXS|23341|334|41853|Q,N
ATYR|68372|4254|159383|B,Q,N
AU|143383|4|361123|Q,N
AUB|169712|0|253637|B,Q,N
AUBN|1217|0|5177|Q,N
AUBpA|1951|0|6604|Q
AUDC|6590|315|20794|Q,N
AUGM|21|0|278|Q
AUGT|2371|0|5850|Q
AUGW|14423|0|31170|Q
AUID|2910|50|18518|Q,N
AUMI|5|0|318|Q
AUMN|10296|0|46240|Q,N
AUNA|2601|0|7588|Q
AUPH|92672|1214|335193|Q,N
AUR|4078214|368436|6398839|B,Q,N
AURA|13559|0|21586|Q,N
AUROW|654|454|11655|Q
AUSF|13467|0|69089|Q
AUST|60006|11393|106272|Q,N
AUTL|131635|0|402615|B,Q,N
AUUD|9434|0|16645|Q,N
AVA|104462|58|207023|Q,N
AVAH|32647|0|81331|Q,N
AVAL|1601|0|10260|Q,N
AVAV|31908|10|72304|B,Q,N
AVB|117480|17|198089|B,Q,N
AVBP|10041|0|12682|B,Q,N
AVD|56284|0|74644|Q,N
AVDE|56976|0|145795|Q,N
AVDL|86194|1|249248|Q,N
AVDS|17|0|47|Q
AVDV|95604|0|249942|Q,N
AVDX|315722|0|1082832|B,Q,N
AVEE|278|0|339|Q
AVEM|145525|0|261771|B,Q,N
AVES|7900|0|14481|B,Q,N
AVGE|11006|0|16314|Q,N
AVGO|1772671|5399|4332823|B,Q,N
AVGR|38878|0|55452|B,Q,N
AVGV|6056|0|6134|Q,N
AVGX|19376|0|40217|B,Q,N
AVIG|10371|0|202052|Q,N
AVIR|3647|0|25867|Q,N
AVIV|2135|0|34606|Q,N
AVK|46654|100|100633|Q,N
AVL|5644|3|8098|B,Q
AVLC|5018|0|8877|Q
AVLV|150379|0|226918|B,Q,N
AVMA|91|0|151|Q
AVMC|3588|0|5036|Q
AVMU|1614|0|2155|Q
AVMV|940|0|1636|Q
AVNM|3892|0|5025|Q
AVNS|44722|0|113672|B,Q,N
AVNT|82793|75|153202|Q,N
AVNV|154|0|177|Q
AVNW|16861|0|51448|Q,N
AVO|92465|0|294924|B,Q,N
AVPT|65382|0|145837|B,Q,N
AVPTW|6|0|6|Q
AVRE|6086|0|20841|Q,N
AVS|1|0|41|Q
AVSC|28645|1059|42410|Q,N
AVSD|1812|0|2388|Q,N
AVSE|572|0|845|Q,N
AVSF|8190|0|45405|Q
AVSU|1707|0|5026|Q
AVT|81822|0|164975|B,Q,N
AVTE|28015|1016|146697|Q,N
AVTR|694345|468|1207316|Q,N
AVTX|1419|0|2419|Q
AVUS|75007|0|101830|Q,N
AVUV|355727|260|456426|B,Q,N
AVXC|822|0|2236|Q
AVXL|582522|4909|880474|B,Q,N
AVY|58013|0|95154|B,Q,N
AWAY|1420|0|9942|Q,N
AWEG|161|0|162|Q
AWF|69247|0|136510|Q,N
AWH|11460|23|49622|Q,N
AWI|58580|0|101217|B,Q,N
AWK|139516|74|339326|B,Q,N
AWP|53669|0|115500|Q,N
AWR|37036|0|56385|B,Q,N
AWRE|5603|646|29470|Q,N
AWX|1639|0|3339|Q
